,CleanedText,Type,Rating
145,this company is an absolute joke i have wasted hours and hours trying to get through on the phone and on the chat i cancelled my services which were supposed to cease on th june still receiving demands for payment for a service that has finished no refund on overpayment either constant phone calls asking why i have left none of your business actually next stop the sun newspaper and bbc watchdog by the way im not paying you anymore money my account has been paid up and you have not refunded me for the extra week in june dont bother with this company seriously waste of time money energy and patience,Bad,1.0
146,board band is completely poor no reception no wifi always buffering when you have more than one device on for what im paying a month feel completely ripped off would not recommend to anyone,Bad,1.0
147,terrible broadband service they will keep your speed nice and high in the first thirty days and then lower it down to the minimum they can before discounting after the committal,Bad,1.0
148,recently i have ordered two new iphones through o it is easy to use the online system although the amount of forms to complete is quite onerous but probably necessary on both orders at the end they have given me a delivery date one of which i chose the option to pay extra to have at a more convenient time than some time between am and pm on both delivery dates i waited in all day and nothing was delivered the following day i contacted o via their web chat only to be told that the item was out of stock they could not give me a new delivery date as they clearly had no idea when that would be the staff seemed very used to this situation and i now am beginning to realise that this must happen all the time i cannot believe that in this day and age o cannot run a service that gives customers accurate delivery dates and in the case of a delivery not being made that they take the time and trouble to inform the customer this to me is an absolute minimum requirement when running a large delivery organisation,Bad,1.0
149,their customer services are non existent will be leaving tomorrow if youre thinking of starting with them dont,Bad,1.0
150,broadband keep showing connected with no internet access every broadband service ever,Bad,1.0
151,virgin media carried out service works in my area between june this majorly disrupted internet in my property leading to outages for long periods of time however we were not warned beforehand that these works were going to take place i am and have been a virgin customer for over months this is not good enough the only reason i found out about these works was because i called virgin to enquire as to why our internet was so intermittent lacking and downright absent we work from home so our livelihoods depend on having internet connection it is not difficult for virgin to send an email or letter to all addresses who will be affected by the works incredibly frustrating and totally not good enough,Bad,1.0
152,this is definitely on my list of providers to avoid my virgin contract came to an end in november i gave notice in october by phone giving me the days notice however time ticked on without confirmation and i contacted again to ensure they knew and had a disconnection date given me however as that approached i got another bill and no confirmation i contacted again and they hadnt processed my disconnection or had a record of it i hit them with screen shots of my conversation etc finally got a disconnection now despite attempts my returns package has failed to appear i am now waiting for the pound charge despite the fact im not at fault ive cancelled my direct debit and kept the evidence of contact my advice avoid this lot customer service contact is absolute useless if you ring them they are rude and unhelpful,Bad,1.0
153,they are scammers and the most unserious company i did online contract for month and surprise after all was done and i received all details and cost on email i logged in to my account and the estimate bill was with for first month i have contacted them and they said is subject of variable changes price how to change the price after min and with a fix price contract and scammers with fake offers,Bad,1.0
154,disgraceful left without wifi and cant do nothing to help i have disabilities disgusting,Bad,1.0
155,i tried to find out if my new fast router has parent control the operator called ann camille said yes and would send me an email containing this information when the email arrived it was information about basic setup of the router not parental control when i told her this she said that she would send a second email which would contain information about setting up parental control and then logged me off the call without my consent not surprisingly the second email didnt arrive just another bag of lies for talktalk and their rubbish customer service no wonder they get slated by which and other review websites,Bad,1.0
156,joined talktalk busines few months ago and before recent lockdown i requested talktalk to activate voicemail service on my phone line after requesting about times they still havent activated that service i have lost many customers who complained that they were trying to call to make booking and because line was busy or during shop was closed they couldnt leave message because there was no voicemail service on the phone line i got so fed up that i wanted to cancel my i contacted them they told me that i have to pay cancellation fee if i wanted to cancel my contract i told them because you cant give me the service so why do i have to pay to still fighting for it and they still havent come up with any solution they cut me off at many occasions while discussing my issue very very bad customer service im so disappointed frustrated and angry,Bad,1.0
157,they added insurance to my contract which i asked to not include and charged me for months and refused to refund me they have increased my contract by after already increasing by will be leaving them when the contract ends,Bad,1.0
158,i had an urgent issue with changing the safety buffer on a joint mobile contract i have with my husband the contract on our phones is in my husbands name he is very poorly in hospital and his phone is currently mislaid when i received a warning message from tesco to say the safety buffer was up i made a payment on the automated line thinking that would resolve the issue however i have just attempted to ring the icu ward hes on but the call was refused citing safety buffer reached i have tried al avenues on the socalled customer service lines where there is actually no service at all just a loop of buttons to press resulting in telling me to get the account holder to reset the buffer well i would if he wasnt in a coma and the hospital hadnt lost his phone the agent in the local store was sympathetic but couldnt offer immediate help i am extremely frustrated and would like to know how to resolve this dilemma i finally got back on the customer service line and chose the option thinking of leaving the young men there was so helpful understanding and courteous he arranged to upgrade the contracts and transferred some credit from contract to minutes so i could use the phone to ring the hospital i am very grateful to him and was pleased with the service i received at this level however i would suggest that tesco make it easier to speak to a real individual when a genuine issue arises i shouldnt have to threaten to change provider to get the help required,Bad,1.0
159,i recently moved into the uk and we wanted to set up a fast broadband reached out to virgin and postcode showed availability after signing up mar we were told there are appointments the engineer need to do some work and this doesnt require our presence mar followed by the line activation which was on st mar the first date kept changing as days passed called them thrice to confirm that everything was ok and they explained its just the system and would be picked up generally days before the step now on th they ring and tell eta as apr pathetic,Bad,1.0
160,terrible broadband and even worse customer services cancelled months ago and still got billed for months later with no refund they said they had no record of me cancelling and couldnt do anything about it even though they could see there was no data usage since january and they had my previous phone calls on record absolute joke of a company avoid,Bad,1.0
161,just the same as everyone else is saying on here awful impossible to contact on web site i cant even sign in cant wait to leave going with,Bad,1.0
162,dont trust a word talktalk supervisors or call center managers say biggest liars you will ever come across call centres are scripted have not concept of reading off the page take money from your account without permission only put it back when you log a complaint to ofcom never again would i use this provider or reccommend them to anyone,Bad,1.0
163,my father has dementia and is a talk talk customer i have sent a poa although you may not have received it yet all that aside it is extremely frustrating when a frail year old cannot do things for themselves and years ago customer service was such that this could have been dealt with with a simple call and compassionate operative i know everyones hands seem to be tied and a process needs to be followed however now my father is moving into specialist accommodation and all i want to do is cancel his account so that he doesnt incur any charges,Bad,1.0
164,applied for a job here i took the time out of my schedule but didnt even get an email to tell me i was unsuccessful very rude,Bad,1.0
165,absolutely terrible they told me my bundle was going to increase in price so i went to the website to reduce my bundle and all they offered me was upgrades ie to add to my package i tried to phone chat and they then tell me its an hours wait on the phone so go to the the website again and im just in a loop getting more offers to increase the package,Bad,1.0
166,appalled at the service after more than years as a customer moved house weeks ago still no landline and waited weeks f o r tv and broadband i am going to cancel and go with another reason i gave star there is no facility to give a minus,Bad,1.0
167,i wish id read the reviews on here before deciding on my home broadband everything ive read here i can completely relate to ive never experiences such frustrations dealing with a company or received such incompetent service they provided broadband at our old address and while it took a stupid amount of time to set up weeks because they put the wrong address in cancelled it a few times and then just started it up again without even speaking to us we decided the broadband itself was fine so wed continue with them they apparently arranged a bt engineer to fit our new line and when i called them after waiting at home all day for a line to be installed they told me that the engineer was at the property and working on the line outside and would knock soon lie when i called back to complain at pm they told me the engineer had left which i said was clearly untrue they me off with free data and no explanation as to why it wasnt sorted we had no idea if we were even going to get a line fitted after weeks hours and hours on the phone speaking to multiple people only of whom from billing truly cared arranged a call back and even followed through we were told that they couldnt actually provide broadband to our address never could i still dont understand how i spoke to so many people every time confirming my address and nobody picked up on us the manager that told me this clearly felt like honestly was the best policy and i could tell from his tone that he even knew wed been lied to several times while this was going on i also received a phone call from their mobile sales team because i was going over my data usage and they just switched my monthly bill increasing it by over per month even thought i said i did not want them to she made it sound like she was giving me something for free and when i asked will this increase my monthly bill she refused to answer my questions and just got angry and annoyed with me saying she was saving me money and it wouldnt cost me anymore she made me feel rude for asking if it was going to cost me more this is the worst company i have ever has the misfortune to deal with as soon as i can change mobile provider without being charged i will they do not care about customers they do not care to help when something goes wrong and they will try to over charge and incorrectly bill you and then you spend hours sorting it out we are still waiting on a refund for the broadband we never received,Bad,1.0
168,spent over an hour trying to buy something from the vodafone shop but at the end there is no buy their help desk and even their operator could not proceed because there was no buy button not a very good shop if you cannot buy i buy from them again no because i value my time i went elsewhere,Bad,1.0
169,having been dreadfully to try this awful company an account was set up by a phone sales outfit however i didnt like the iphone so sent it back within hours phone sales assured me the fools at would automatically refund the money they had taken even though id had no contact with them whatsoever is that even legal after lengthy phone calls and an online chat of hour mins they decided they had found my account could see the there which would be refunded today was refunded and im now waiting again to speak to an adviser naturally theyre very sorry but very busy frankly im not surprised if the service i have received is the norm please avoid this shower of non professionals like the plague i seriously wish id just written the money off and put it down to a rip off experience im sure they hope thats what most people will do,Bad,1.0
170,virgin do not care about their do not answer service is non existant,Bad,1.0
171,ive had no signal now for days tried to phone o from landline they dont answer their tried going online to chat with someone from o wouldnt accept the o merged with virgin media its been a nightmare keeps losing no one is willing to take my call then i have no option but to cancel my direct not paying per month for person would be mad to pay for something that they dont if you read this then deal with is now st march and still no signal,Bad,1.0
172,i have been with for a bit and the reception where i live and most of the places i have gone is rubbish or none existent and i decided to leave and go to a good company when i called to cancel my monthly contract sim the phone was answered by someone who seemed to not understand english well and told me to go to their website and get their email address which i couldnt even find on the website before i called them and then send a email with my mobile number and a copy of photo id in it requesting the sim to be cancelled and instead i went to my bank and cancelled the direct are a bunch of con artists that cannot be trusted,Bad,1.0
173,i have been with for almost a year and have had nothing but trouble with their services for a number of reasons i have had many issues with reception and on occassions been left without calls texts andor internet for over hours due to a number of still yet unexplained issues that are shrugged off with technical timescale is set in the s where it takes hours minimum to have a question answered as communication with is by email only this can be tedious because if you have an ongoing issue this can take up to and in some cases over a week to correct i have lost all enthusiasm for as they have cut off my internet indefinitely after an incorrect email sent to myself accusing me of tethering due to excessive data take an extra bite of the biscuit have not replied to my message demanding a reinstatement of my services or a full have info that virgin mobile are doing a truly unlimited package to include tethering at a very competative price to tariffs this is my personal view and an account of my own experiences as a once loyal customer to,Bad,1.0
174,absolutely terrible customer service its been over a month that i am trying to cancel and customer service keeps dropping while i am talking to them also they did not inform that a new contract was going to be created when i downgraded and they also didnt apply the month duration as i am a student but left it as months,Bad,1.0
175,terrible customer service untrustworthy staff clearly not trained in any way some are rude and insulting others say they will assist then dont call back when feedback given on the automatic review system nothing is followed up unfortunately still have phones in the family still in contract or would leave immediately but will be off touch any bt products,Bad,1.0
176,it was quick easy and straight to all facts and details,Bad,1.0
177,the worst company i have dealt within the last alike many other people i had some fuss during pandemic do you think they care about i have been late with a few repayment plan but i continuously offering my keen interest on an affordable pay rate but instead of offering help they keep increase interests without accepting any repayment from daily my debt with away from them as they will try the impossible to take your if not after over months of dealing i am feeling safe after talking to a financial advisor who leaded me towards pro action that surely will cost to this unfair ready to talk to fca have a good day scammers do not even try to solve or cancel this review now as you had more than months to repair this huge daily should know how you really treat your customers not only fun ads on your reply but rather than once again get me on a long understandable waiting list can you kindly get me an email address to deal with someone without waiting may,Bad,1.0
178,been with them for many years i wanted to upgrade my broadband speed they wanted to me by making me lose a call booster that they no longer sell to new customers i explained to them all i want to change is my broadband speed nothing else they say youll lose your call booster am not even calling about the phone calling about internet they are punishing loyal customers,Bad,1.0
179,department at ee what a joke if ee had an ounce of sense they would offshore that department to india talk about poor staff attitude and inefficient waiting times ironic given its their customer retention call centre based in the uk maybe the staff there feel more entitled than their customers who knows,Bad,1.0
180,ive had issues with the signal a few times and i phoned up virgin media and the advisor advised there might be an issue with the router he then said they may be an additional charge of for the router february regarding the issue with the router i managed to fix the issue myself without the help of virgin media and without being charged the fee the internet signal seems to drop from time to time also which i have noticed which is a nuisance and the customer service is terrible there customer advisors seem to get annoyed when i ask them questions regarding the service and why its slow,Bad,1.0
181,no customer care faults take days or weeks to solve i have been without a land line now for more than a week internet connection intermittent,Bad,1.0
182,after a year contract i was going to leave as there customer service was very poor and the my vodafone app is about as useful as a concrete after visit in the lakeside store and being offered what i thought was a great deal on the p smart which came with a tablet but upon getting the tablet home and finding out i havent got the data the sales member offered me and customer services said i have to revisit the same store which means more petrol and more of my precious time vodafone have waisted why did i im still well within my day return policy so for the trouble vodafone have now lost another customer i shall be returning and canceling the new contract as its my right absolutely done with the stress from a poor phone company advice to vodafone sort it out or you will loose more,Bad,1.0
183,trying to speak to a human being is impossible have been with vodafone for yrs wish they would update customer call centre once upon a time it was a scottish accent now cant even understand lingo and im from yorkshire,Bad,1.0
184,hi for taking the time out to leave a review im sorry that youve had a poor experience with our services this is very disappointing to hear and i can assure you that this isnt the level of service that we want to have a vast variety of ways to contact us for help or support and i have listed a few below for you call text facebook twitter forums if you reach out to us we will be more than happy to help with any service,Bad,1.0
185,do not join vodafone i have been with vodafone for a while so have got good experience with them i joined vodafone broadband thinking it was a good deal but have had terrible internet connection the whole time and awful service from them it is basically impossible to get hold of them if you have any problems and will end up most of the time waiting for ages just for them to do nothing about it i have been on multiple calls and chats with them for hours at a time trying to resolve the matter but nothing was resolved i cancelled with them and moved to bt and was the best decision i made i had a confirmation email about cancellation from vodafone in february but have still been charging me each month so unless you want to be stuck with a terrible provider and make you keep paying i would avoid,Bad,1.0
186,virgin media after years and all the money they charged me i requested to end the contract due to not been able to afford a service that didnt work properly with a charge of to get out of it and them not accepting any payment plan offer to keep the landline they cut it off and forwarded my debt to debt recovery clearly have no compassion for customers and a shocking customer service reputation after doing a consumer market programme last week i actually managed to put customers off joining virgin media saving them all the inconvenience and mental stress they cause,Bad,1.0
187,utterly utterly awful waiting in for engineers never arriving shoddy external dysfunctional kafka should have written a book about them,Bad,1.0
188,i would give vodafone zero stars if i could absolutely terrible company the customer service i have received has been abysmal to say the least make sure you check all of your bills with a fine tooth comb because i have had countless unexplained charges on my account a few months ago vodafone were even charging me to call other vodafone numbers a minute call to my mum ended up costing me over when i rang up to complain they told me that it was a glitch in their system i asked why the additional charges had not been automatically refunded once the glitch was resolved to which their customer service representative told me it was up to to the customer to ring to get the charges refunded absolutely shocking they are basically scam artists and will rip you off for all youre worth shame on you vodafone,Bad,1.0
189,todays scene in vodafone turkey disgrace despite my inconclusive connection process and my complaints for days i am calling the relevant hotline to cancel my application and now it has been hour and minutes since i connected line is this line of course you will say why did you wait so long vodafone who does not tell the truth says to you dont wait if you want lets get back to you by pressing of course we tried this way many times but it does not return so i wanted to wait no matter what because i contacted without canceling my application to this company whose business ethics fell below i cant process its been hour and minutes now its still the second vodafone regret lets stay away,Bad,1.0
190,i have had nothing but issues since getting virgin i totally regret switching,Bad,1.0
191,hello youre keeping well sorry to see youve had such trouble with your new phone and getting it sorted the other option would be to pop to your local apple shop and they can take a look at the phone from there alternatively if you drop us a message to ees twitter or facebook page ill be happy to look into whats happening with the courier and advise further from there speak soon jenny,Bad,1.0
192,disgraceful company no services in kingston teddington area for days so far with little explanation and a constantly moving services is a poor overseas call centre and their regard for customers is zero,Bad,1.0
193,pathetic not got a mistake becoming their artist,Bad,1.0
194,avoid this company at all have had many a problem with virgin media through out the years i have been with them from living in my old property and continuously having problems but giving the benefit of the doubt that problems can occur i had stayed with them and they became the broadband provider of my new property well in all honesty they couldnt do that making us pay a charge to transfer to the new property but then not actually providing any broadband to us all confused what happened there to then get told we have to wait until its sorted we waited for the time frame and nothing still after a lot of hassle we finally got provided with the broadband but now i wish we werent even more than i up a direct debit with them twice with an advisor and even online for it to confirm to me its done but then to never take any money when i queried this i was advise they can see i set one up but my bank declined this however upon speaking to my bank i was advised that they physically cannot decline without my permission so virgin why inform me false information the third advisor i spoke to was probably the rudest person i have spoke to in customer services from all companies as soon as i raised my distress and how i want it to be sorted this advisor went into one saying its nothing to do with them its not their wont do anything i even stated that the conversation is going no where and ended the call utter disgrace from reading these reviews from other customers i just want to be finished with you guys once and for the lack of internet services customer service communication and false information,Bad,1.0
195,i thought they had improved as a company what a load of crap their tv is not user friendly and very hard to use plus you cant get to talk to anyone i cancel direct debit disconnected everything go back to preview and ordered myself a stay away at all cost,Bad,1.0
196,so wanted to have my mobile contract out of my dads name and into mine to which was told by different advisors in store that all we needed to do was ring up for change of responsibility forms and therefore upgraded to new contracts in store and called through for the forms only to be told this was the incorrect procedure and we in fact needed to cancel and create a new contract but couldnt as now locked in for a year fast forward a year and a bit delayed due to and i got a new contract and phone through carphone warehouse with virgin media as provider and noticed in the sim card pamphlet you could transfer number rang up as need to cancel old one anyway and after being on the line for an hour with an advisor they told us they had cancelled the old and were in the process of transferring the number and would call us back at pm pm passes and by pm called back and got another advisor who whilst really nice advised us that the previous person was wrong and they couldnt transfer a virgin media number to another virgin media account however i could cancel my new contract meaning id loose my new phone and possibly face exit fees to get a new contract under my old number and have to order a new phone media needs across the board in store and phone line training to prevent people giving out incorrect information and causing more problems and longer time scales for also need a way numbers can be transferred whether that be changing names on contracts or number transfers to new contracts,Bad,1.0
197,worst experience with o not recommend worst app unhelpful team at all you want more data to buy you must spent hours on phone to get it and you cant do it straight away disappointed,Bad,1.0
198,disaster trying to contact customer service few days before my contract ended they just kept passing me on to another call handler after nearly two hours they said they would end contract and customer service will return a call to enquire why cancelling person who called could hardly speak english informed i just wish to end contract and nothing more they started asking security questions which i refused to give as i felt was being spam now theyve sent a new bill shocking customer service never clear,Bad,1.0
199,the service is unstable the prices are unstable and the customer service is very poor i pay for mbps broadband i get daily the range from the hub was so bad and the boosters from virgin did nothing so i had to purchase my own which now covers my whole house on the pricing i agreed a new deal month later they put it up by a raise but didnt tell me and then acted like they did i complained asked for a deadlock letter and it never arrived i wont be staying and i could never recommend them,Bad,1.0
200,new years day i have no wifi i phone customer services and explain the problem after being told to do the same thing times i get told to plug my laptop in so they can check the settings i advise my laptop is broken so am unable to do this and will need a technician i get told they cant send one out as it can be looked into over the phone erm not when i havent got the equipment required i advise im paying for a service and will cancel if this is not provided and would not be paying the cancelation fee i get told to phone back tomorrow at am on this note i ask for a manager i get told there arent any available rubbish i work in customer services you think i dont know that line with there prices set to increase shortly im regretting leaving sky,Bad,1.0
201,as usual talktalk provides st customer i should move the account but like many its hard i wanted to renew my contract but people could not help what its all did your job by done great help you have why dont you get why up the good work a contribution,Bad,1.0
202,i have faster fiber with average speed of mbps but it is constantly jumping and dripping from mbps to mbps i have reported the issue over times for the last months and everytime i ask for cancellation the answer is to give them days to solve the problem and they just solve it for few days and we are back to the days period with my next phone call last night the lady from the live chat cut me off and i think she blocked me as i was unable to connect with them again i am in contract for another months but not sure how i can manage with such a speed i am paying for nothing,Bad,1.0
203,virgin internet is the worst internet i have ever had it was supposed to be times better than sky but its times worse my sky q box upstairs struggles to connect my work computer buffers and connection drops constantly i wish i had not changed and cant wait till the months contract ends,Bad,1.0
204,internet very slow restarted box so many times and its still slow got expensive package and its still slow so many times internet just disappeared for all day really bad,Bad,1.0
205,virgin media has emailed me to ask what they are doing right after i have already cancelled my contract with them for seven months of absolute hell way way worst customer service of any company in all the countries of the world i have lived and worked in do not go near them you will regret it,Bad,1.0
206,i would do no stars if i could worst company ive ever had to deal with constantly making mistakes customer service rude and aggressive and useless wish id never gone with this awful company every month they make a mistake with the payments and charge me for it,Bad,1.0
207,made a mistake of attempting to switch to talktalk from bt the only thing that was easy was signing up for the order but from there everything went assumed everything would be fine and gave my previous provider notice but talktalk has messed up in every single way possible order was supposed to be delivered in days notice with my current provider no worries checked with customer care in a week since i hadnt got any email confirmation of the delivery or engineer visit was informed there was a problem with my order and they will give me an update in days no update i called them back and escalated was promised a resolution in days no update called again and escalated was promised a call back in days no call back was rescheduled to the following day still no customer care although apologetic is practically useless the answer always lies with some other team who is still working on something all the customer care team can say is sorry have to call my earlier provider bt who by the way have much better customer service and stay on as a feel so foolish for having tried to move to a service that is so poorly rated wont make that mistake retention teams will try throwing a gift card to retain your account in my case they were tired of missing all the deadlines that they were suggesting i was better off cancelling the connection imagine that the retention teams gave up as well,Bad,1.0
208,i am a vodafone customer for years now every time i had to contact them it was a terrible experience if you call them on it takes over minutes of hold time to get through to them if you go to a store they either turn you to online team or take over hour to do simple things absolutely pathetic customer service which is a shame given that they have good network and ok prices,Bad,1.0
209,no internet no service,Bad,1.0
210,really bad company doesnt listen or help i tried to cancel my broadband and sim only plan and got told that they cant access my account also apparently sent letters to me about this but no letters have ever arrived i feel bt is a total scam and they tell nothing but lies,Bad,1.0
211,i am currently on my mobile dongle trying to find out about problems with internet connection and after learning that there are no service problems in my area and unplugging and rebooting over and over again for days all i have on my router is green lights keeps on cutting out with no error message or warning message to explain to as why i am not phoning the helpline again as i have done so every time it cuts out with the same solution which can work at on some occasions and many occasions does not fix the problem i have never been able to log into my account ever as it thinks my log in details etc and password is incorrect and my account does not exist so i cannot get help via the website at least with a dongle you get a warning or error message as to why there is no internet currently i have no internet after multiple reboots and etc etc etc over the days i might end up having to call the dreaded helpline to check if they havent put a block on my internet or something if not why is it out if the internet service area connections are fine i am so annoyed i am glad i am not needing an internet connection for studying or business,Bad,1.0
212,now i pay more money and i have less internet speed after that crash many times i am wondering why,Bad,1.0
213,well where to start first things first if i could give zero stars i i went to the halifax store and took out an extra line on a mini wifi box after asking the sale rep if it works in usa i was told on a max plan yes it does i also rang ee before heading stateside to double check and again told yes it does out no it several phones calls whilst on holiday and then several more on return i was told it was a fault in the box so the box was replaced and we were back to being told it will work in usa so september rolls around and i head stateside again again the box does not work more phone calls live chats email exchanges but still no answer as to why it wont work mixed opinion some ee reps said it should work and not sure why it isnt some ee reps adamant it will not and will never work in usa so november rolls around and finally we get a lovely gentleman on the phone who finally gave a definitive answer that it will not work in usa apologised and refunded the money i had wasted on a box that was a product phew problem we then come to the next chapter of the book how many ways can ee annoy the life out of me i upgraded my phone and tablet picked a plan picked a phone sent my old phone to cover part of the upfront cost i was told i could use a nhs discount code and to get it and call back all was well until it wasnt when i rang back the following day with the code i asked about why i only had swappable add on and not like the plan said he messed around with the plan came back and said ok weve had to change the plan to add another swappable but ive put a discount on for the difference in price so it will not affect the cost wow that was nice and easy until i checked on my ee and he had taken off my nhs discount which should still be on so another phone call this time we got a rather rude lady on the phone who explained to us that because there was a small discount on the plan already i couldnt use my nhs code pretty sure that not how it works so i requested to speak to a manager a lovely gentleman who couldnt understand why the worker before put the code in place so he changed the plan back to its original price with and added my nhs code finally job done except it wasnt days later im still waiting for the price of my plan to drop back down and my discount to be added at this point i was on day so i decided i would cancel my contract and go elsewhere so i rang back ee i wish to cancel my contract can i ask why sure so i explained the problems and said look i am done ive spoken to ee more times this year than ive spoken to my own family so i can send the phone and tablet back and all is well except they have my old i have to ring who kindly told me that ee have to get in touch with them to confirm the cancellation so another phone call to ee the lovely lady on the phone this time decided she didnt want to speak to me and put the phone down on me customer service at its finest so had to ring back again hours later i had a manager who was emailing regarding the phone and would get back to me this was a week ago ive heard nothing of my old phone my tablet has been cancelled however my phone has not they were sent together so how did that happen so another phone call to ee honestly i know them all by name now and could probably write a small novel with the complaints ive put in this year to be told that the phone must not have arrived yet thats why it hasnt cancelled ok but thats not true and i would have to contact about my old device again even tho theres an open complaint and i should get back in touch in a couple of all i want is my contract cancelled my refund for the part payment i made towards the upgrade my old phone back and ill be on my happy little way but all i get is snippy people on the phone promises that are worth nothing when they arent followed through and empty apologies that ive heard before and now mean nothing to me screw the phone calls again to ee im going to the ombudsman now and they can deal with the incompetence that is advice stay well clear,Bad,1.0
214,as they say from hero to zero disappointed by virgin media broadband after years they no longer want to keep existing customers they plan for is to gain new customers and kick out old customer or offer unbelievable monthly price virgin media quote me a month while i pay very rude customer services they keep you on the line for longer and then pretend they going to help me put you on hold and they offer you such astonishing price of although i told them i want to get the cheapest as the same plan on being at the moment they said yes and then they offer you astonishing price this is a clear message for all customers please leave us we are trying to get a new customers i really dont care about the existing customers,Bad,1.0
215,i have been with talktalk for my broadband for just over a year now the service has never been good slow speeds constantly losing connection connection doesnt reach even the second floor etc i complained a few months ago and was told that if we upgraded the service would improve we have been paying a higher amount since then but nothing has improved i complained via email and was told someone would ring me in days over double that time and still no call email again i am told a fault manager will be in touch in working days again over days later still no call email again i am told again that someone will get to me and the complaint managers are very busy like how many complaints they have is my concern i still didnt receive a call so i bit the bullet and called them myself i am passed from person to person having to explain the problems over and over again i finally get through to a fault manager who promises to ring me back at pm of course he doesnt i ring again the following day i am put thorough to a fault manager who begins telling me i need to go to where the router is plugged in and blah blah blah unscrew this take this out etc i am currently weeks pregnant and i made it clear that i would not be crawling around doing my own engineering work and they could get someone out to do it the lady i spoke with didnt understand or something because she just kept explaining to me what i needed to do then said someone would call me at pm when i pointed out that i had been promised this already her solution was to give me a time but not a date so they wouldnt disappoint me too late over weeks later and i still havent received a phone call and i cant bear the idea of ringing up again as its an ordeal to get through to the right person and youre on there for internet and crappy customer service if my issue isnt resolved soon i will be contacting the ombudsman cancelling my contract and getting some money back,Bad,1.0
216,i am not a virgin customer but i used to be an customer since the takeover i happily continued to access my email address via my virgin media mail with no issue since owning an android phone ive been accessing emails through the android email app i went to sign in today on the website and it insists i need to be a virgin customer to sign in and that my email account either does not exist or isnt recognised i tried the web chat and got through to who inadvertantly and probably deliberately ended the chat thanks very much,Bad,1.0
217,i never normally leave reviews but this one needed to be done we have had a terrible experience with vm especially the hub wifi router we had one replaced months ago due to it over heating and not being able to connect to it the replacement was not better after calling customer services they mentioned that there is no issue with the line and if they send an engineer who cant find a problem then we would have to pay for the call out fee i tried explaining that the issue isnt with the internet going to the router its from the router out to the rest of the house we couldnt even stream the on over mbps even though the router is m away called customer services again and they stated they wouldnt send a new router but they would send pods to give us better wifi if its no good from m away then how could it be better with a pod it still hasnt been delivered and that was a week ago apparently if the issue continues they will send another pod out and so on until they have sent and then they will consider changing the hub at this rate it would be months time if we are lucky i went and paid for a better router and currently use the hub as a modem didnt expect to pay out of my pocket to get the service i initially signed up for our contract runs out in a few months and we will definitely not be renewing with vmi would not recommend any broadband services if they are offering the hub with it i cannot comment on the hub but highly doubt it will be any better overall a bad experience and an extremely poor product,Bad,1.0
218,spent minutes trying to connect to bt to talk about upgrading my broadband and land line no joy so i gave up shes been paying over per month for and a phone line completely ripped off by bt different generation not tech savvy or using uswitch or comparison sites they rely on firms like bt to do the right thing and advise them when they are not on the best package instead bt have been ripping them off for years and now wont allow us to easily transfer to a lower cost and faster package that they offer to new customers they wont even provide an updated router to replace the one that is years old and tried to charge us for units that we dont need shocking customer service and we are considering complaining to ofcom and trading standards,Bad,1.0
219,during the day cooling period we wanted to downgrade the tv package as we didnt want them they said we cant downgrade only upgrade or they would change our packet from to what a rip to the long distance selling law arent customers allowed to cancel change during the cooling day period,Bad,1.0
