,CleanedText,Type
677,do not use virgin media after months of my internet not working and a number of complaints they have said they can fix the problem if i pay to upgrade and take out a new contact they are purely scam artists honestly do not use,Bad
678,have a network that doesnt work at home still waiting for a booster and phone im running a business its a pity dont work like i do avoid them,Bad
679,switched after being with them for many years they use to be ok but now they suck never get talktalk wifi you will get it it will be ok for a few days and it will go down hill you then call them everyday for over an hour to get nowhere for over a month they send endless bt that say the line is fine and its the router then talktalk say its the line and not the router they will send you like new routers and that non of them work then services nobody talks to each other and you get transferred to person after person and not getting a couple months you get and say your leaving then they charge you to leave though thats of regulations that if an issue has lasted longer than days you can leave free of africans that you are on the phone to dont have a clue what your talking about and charge you this to your account then you threaten to sue and they end up giving you compensation and you get to keep all the stuff they have given you and move to sky because they are actually good and dont have many issues,Bad
680,problems with line admin fee if you late with payment no emails reminding about payments i had to pay for two providers while the talk talk said it will take over everything not it,Bad
681,whole sunday day without broadband and was mean to fixed by pm and as an update on your website now maybe will be fixed tomorrow by which i doubt as it was to be fixed today very disappointed dont put fix time if you dont fix terrible seriously see how many star reviews been posted only today thousand reviews and only star out of richard branson you are the founder of thia virgin group maybe you should look into this dont give a compensation according to your message if our service status results show a total loss of broadband or phone service issue in your area and your broadband or phone line isnt working at all confirm youre affected by tapping register loss of its been full working days since registering your loss of service and the issue hasnt been fixed you may be entitled to credit per day in compensation until its fixed so i believe i wont get anything as first need to report this and secondly so far its day and just simply want the service to be working properly,Bad
682,i cancelled my account within days and was still charged now i have gone overdrawn and have been charged by the bank my security question was changed but not by me my account was passed on tho the fraud team now no one can help me until they have finished there investigation stay away from this awful company makes sense they are now in partnership with virgin media as they are just as bad,Bad
683,discovered ee had been overcharging my wife for months they falsely allege that she asked for data increase as a techno incompetent she doesnt know a gigabyte from a gnat bite its a preposterous assertion ceo marc executive customer resolutions team specifically samuel pearson are instructed to fob off deter and block customer complaints like hers their overcharging is not by accident or error but by design and they see themselves as untouchable in this fraud does their mascot kevin bacon know they are their customers if not he soon will,Bad
684,these people will cheat you they sent me a text on nd may saying that any unused minutes or data will be rolled over if i renewed my big ripoff bundle i had over gb of data until i renewed then they only gave me gb they stole over gb of my data i spoke to their call centre in india who just kept repeating the same script one operator told me thst i never had the data thy are liars as well as thieves,Bad
685,me for changing to another provider even though i am not it is the purchaser of my house that spent hours trying to get that through to customer service reps who just repeat the same garbage back to me and do nothing to help,Bad
686,lost my phone tried for days without any joy to order a new one when it finally arrived no sim after being assured it would have one days later sim arrived phone would not turn on still waiting for my replacement phone,Bad
687,such appalling customer service trying to sort out an elderly neighbours phone line which is dead lives on her own no mobile no internet two long arsed to other side of the world two engineer appointments not one turned up no apologies just a dead phone and a scared elderly neighbour who by the way is a loyal customer of years sort you customer service out she has been without a phone for a week now proud of that are you,Bad
688,avoid terrible customer service rude obstructive massive queues took me hours of phone calls just to cancel an account,Bad
689,awful company the wifi is so un reliable and when you call up to fix it they will not do anything and make you jump through hoops to get anywhere i would never use talk talk again,Bad
690,avoid avoid avoid only this company is unprofessional unhelpful and always will try to take your money and time every day receive weird numbers calling me from pakistan i can hear people private conversation clearly its violence of that person privacy and its annoying for me too excuse my self from my work to pick up the phone and realise its just my number connected with someone else conversation also its nearly impossible to find fixed tariff information for data one of todays experience i have work meeting so i am traveling from glasgow to london i have noticed that i am running out of internet ok bought a voucher pounds top up i topped up am managed to send exactly messages on fb chat pictures guess what not even am same day my balance is again p how its even possible with out any video conference chat or youtube video or any live streaming to use pounds voucher in two hours simply just replying your messages on fb chat or email are you kidding me for the same amount anywhere else like internet service shop i could easily sit hours having a live stream video conference with out any problem avoid dont make a mistake,Bad
691,signal totally customer service are the worst cant even get even through to these why is o still allowed to operate do t go with this so called network operator,Bad
692,absolutely terrible they have customer service until you spend around mins on phone then after all the departments and who are then get to where you should have been at the by people who do not care you have been stay well away,Bad
693,students i received a phone call from the virgin media sales team who completely deceived me into signing up for sky following the phone call i received an email informing me an extra charge would be added to my account i then immediately rang customer service where someone assured me the account charge would stay the same following this i have continued to be overcharged all year after ringing up countless times to request a refund and to cancel the package student letting agents should avoid,Bad
694,update after repeated abuse phone calls lasting over an hr very poor service i went back to sky and the speeds im getting are unreal compared to talk talk and yes a bill dropped on my mat billing me for the remainder of my contract within hrs of placing a call to sky pitty they respond so fast when i had their service i was also blocked from their facebook page for repeating my experience but they want my money just look at their fb page and it shows how many comments have made which is many more than what are left to read they delete peoples comments and ban them to keep up the pretence they are a reliable isp couldnt be further from the truth i pity anyone who signs up with them you have been warned everything everyone else said with one star dont do it had the service since october had non stop hassle service was offshore call centre is an outrage with staff who are rude agressive hang up on you or pass you from one to the next after attempts managed to get an appointment and due to my daughters school play i found i had to rearrange i was literally getting panicky about calling them got hung up on once another one couldnt understand my geordie accent rd one i have no idea what they were saying so i said call me to rearrange the engineers visit please left my details i havent got time for this the call previously took hr mins just to explain my situation again and arrange an engineer waited a fortnight to see if anyone calls as i refuse to contact them ever again nada so called sky and got transferred back one day later i get a letter saying i will have to pay for the of my contract funny that took one day to contact me when they want money i will be waiting till after the new year as tbh i cant face talking to them and will be hitting them with a huge complaint to the relevant bodies i will not be paying a penny dont do it pay extra and stay with sky or virgin or whoever your with the tele is rubbish unwatchable as keeps buffering pay the same as for sky if you add the extras on basic is basically free view takes forever to switch channels internets running at and i live a of a mile from the exchange telephone line is always crackly service is diabolical,Bad
695,just fed up to the back teeth with talktalk against my wishes i was offloaded by virgin media about or years ago because i was not a fast broadband user we didnt have this facility where we live dearie me this outfit is a millimetre short of adequacy too often i cannot get into my emails and duly contact them via email or phone im sorry but i just struggle to communicate with the staff on their call centre their english is poor especially the quality of their speech i make every effort to speak politely and clearly i have a scottish accent which is evidently not understood by the call centre people but as i am a patient person also a teacher i make allowances however they just cannot speak to me in a version of english that an english speaker would understand i am also fed up with the time wasted trying to get through to the call centre the live chat is a complete waste of time as more often than not it is unavailable to be perfectly honest talktalk dont give a s about their users which is sad and very unprofessional they are happy to get your money and give you short shrift if you complain,Bad
696,extremely disappointed cant play back recordings cant get catch up paying direct debit for what no phone reception in bedroom promised email to instruct improvement did not arrive so frustrated because virgin is the only supplier of phone broadband and tv in the aria we are elderly and disabled and very angry,Bad
697,hi im sorry that you are unhappy if you would like to discuss this we would be happy to help you in any way we can you can contact us using the links on the bottom of our help page social team,Bad
698,contracts are not flexible service is poor virgin are unfortunately in a position where they feel they can provide poorer service given their unique product be careful to read your contract especially if you have to move house and services are not available in your next property they charged me an incredible amount as an early termination best customer service i received was in reply to this comment,Bad
699,i had second thoughts that i signed up for something that i thought was right at the time but doubts have crept in i will go back to the store and ask questions and hopefully i will not have to queue for to long i am disabled you see and cannot stand for long,Bad
700,never in my life again the worse company ever,Bad
701,please please please do not ever think of using talktalk please take minutes to read elderly mother had to move into a care home at the beginning of december last year and i have been trying to cancel her broadband account with them ever since i have the power of attorney over her estate and she had been a customer of theirs for fifteen years and was long since out of any binding any exaggeration i have spent in excess of hours on the phone with them over multiple calls have emailed them to explain times to their concerns email i have tweeted contacted people through linkedin and even written a letter and posted it off to them and yet still no joy i do not know the password to her account and she cant remember it she no longer has the mental capacity not is she able to speak to them for obvious reasons the password reset function if you have forgotten your password has an error message and genuinely has not worked since the first day i tried in december they do not understand what a power of attorney is not a single person who i have spoken there has the first clue what to do to help methe call centre is without a doubt the worst i have ever come across i am seemingly staffed by almost comically incompetent morons they are still chasing my mother for payments continually billing her and sending threatening letters fully four months later it is basically harassment of a vulnerable old is an utterly disgraceful shambolic bunch of incompetent unhelpful do yourself a favour there are so many other options out there choose someone else,Bad
702,the entire exchange took nearly an hour of my time between each brief exchange i was left hanging having stated the nature of my problem in the very first instance it was more than irritating to find towards the end of the exchange that i was being asked and what exactly is the problem you are having my phone details were taken so i expected the agent to say leave it with us well get back to you but no in the end i closed the chat myself pointing out that they had my details and could get back to me if ever they decided to i rather doubt they will and i am certain that my problem will never be utterly abysmal service designed presumably to put you off ever using it it not for the crippling charge for leaving this dreadful company i would have left long ago,Bad
703,honestly the worst company i have ever dealt with i have a simple internet only package and they just create mess up after mess up with nobody taking any responsibility for their wrongdoing the call centre are like robots who offer nothing but what the computer says they can do they cancelled my plan early only to try and charge me double to reinstate my services even though it was their mess up unbelievable tried arguing saying it was my fault too went without services for days and not even a reduction on my monthly charge was offered please for you own sake go and use sky who are in every way a far superior company with much better customer service,Bad
704,upgraded to tv box and operative couldnt confirm new poor quality package so contacted customer services didnt reply as per my request and closed down my cancel deal v soon as very let down,Bad
705,chat transcript talktalk hi welcome to talktalk one of our agents will be with you to your account will only be made when confirmed in this chat if for any reason your chat ends before receiving confirmation please chat you are now through to how can i help i have been to reach sophie leon in your ceo office can you put me in touch with hello am sorry i am unable to put you through to our ceo office as we are on chat sales can you give me the contact details for ceo department is it in regards to a will have to update your complaint and transfer you to complaints department that will help you i just need to take some details so that i can open your account please can you reply with your full name your phone number the st and rd characters of your graeme buchan thank please can you confirm your address including postcode and your email billing address thank let me update your is this the complaint you made called in wanting to cancel their account as they have had bb issues since the th feb and has spoken to our tech team and has received a new router but says no one they have spoken to has been of help cx says it has been more that days of having the issue and that they should be able to cancel free off charge according to our rules after i adv of cbf of cx said we are breaching our own i want to speak with sophie leon in your ceo office why do you need to update my what is taking so in order for me to transfer you i need to update your no need just put me in touch with the ceo department i dont have time to waste waiting for you to okay will have to transfer you to our technical team to help you no not technical team ceo since its a fault query i will need to transfer you to them to help transfer you to csm should i transfer thank please stay connected whilst i transfer you to the technical department who will assist you further thank please stay online whilst we transfer you to the relevant department who will be able to review todays you are now through to frederick how can i help please read previous hi i hope youre well today please give me a moment whilst i quickly review your conversation with my i can see that you wanted to reach our ceo office for a certain dont worry ill look into this for you and review the complaint as let me pull up your account never mind looking into this please connect me to ceo graeme i understand your concern is there any technical issue i can help you with graeme obviously i you are through to the technical support team i will now transfer you to our customer service department are you good with thank please stay please stay online whilst we transfer you to the relevant department who will be able to review todays you are now through to how can i help hello there graeme good morning hope you are well how can i be of please read previous i am now reading your conversation with my colleague this will not take long i will be with you shortly thank you for staying i can confirm that there is an open complaint in your account that was raised already to ceo i do apologised as they are not available online your complaint should be handle by our technical team so that they can book a callback from the fault management team who is the one who this complaint to ceo so that this will be discussed i do apologised as you were transferred to the incorrect please organise that for heres what i can do for you i can transfer this chat now to the technical team before i transfer you over i will be leaving all the necessary notes on your account so that you can be assisted immediately once you reach them they will be able to request a callback for is there anything else i can help you with today before i transfer you no thank please give me a moment whilst i transfer you to the next available please stay online whilst we transfer you to the relevant department who will be able to review todays you are now through to angela how can i help hi i hope youre well today please give me a moment whilst i quickly review your conversation with my thank you for waiting it appears that you are chatting regarding the open ceo complaint on your is that for this one since this is now being escalated to ceo they will be the one who will contact you regarding what will i do now is i will update the open complaint on your account to let them know that you contacted us today and you are still experiencing this i am still waiting for sophie leon in the ceo office to get back to me why is this taking so my apologies if this is taking too long angela dont worry i will update this so that they will know how urgent and important this matter is to be resolved immediately can you confirm when i will be contacted by let me just check the complete kindly give me a thank you for waiting im afraid theres no specific details on when you will be contacted by the ceo regarding this i believe they are still looking into this dont worry since i will now update the open complaint you can expect an update within to i have left numerous messages on sophie voicemail and have already waited hours so i am not best my apologies about that however at this point since this complaint is now being handled by the ceo we can not do anything about this for the the ceo team will be the one who will contact you with the but that is my point i have spent an hour on this chat and have got nowhere i need to speak to ceo im afraid we dont have a ceo department here graeme angela we have the fault management team which will check the open complaint and will be the one who will escalate this complaint to the it has already been escalated to ceo you have now reset your time hour response time by updating the you mentioned yourself that this complaint is now with the ceo team having said that this complaint is no longer handled by us and the resolution will already depend on the ceo team who will contact but i have been waiting for a response from them for hours and have no method of contacting them that is not i do understand where your frustration is coming from dont worry since we are now updating the complaint our fault management team will contact the ceo team to discuss this so can you confirm that they will contact me by telephone right you can expect a call back within to but as i have already advised you i have been trying to get a response from sophie leon in ceo office since friday last week i am not prepared to wait any longer please have someone call me i do understand the urgency of this matter graeme for the call back we can really just provide you a timescale of to hours however alternatively for a faster communication i can suggest you to call our technical team instead so that they will be able to transfer you directly to our fault management team and this will be prioritized graeme i have just spent one hour and fifteen minutes on this chat and you are asking me to contact your technical tem to transfer me to fault management why cant you do this straight because we dont have a fault management via live what you are telling me is that i as a customer are not that important to we value customers like you graeme this is the reason why i gave you an alternative option for this issue to be resolved right away as for the live chat we will still have to pass this case to the fault management team and they will have to book the call back for you however if you call right away you will be prioritized and you will be able to speak with them ok what is their here is the number for technical support graeme and will they connect me to ceo this is a free call if you will call using your talktalk they will be able to transfer you over to our fault management team who has the way to contact the ceo you havent answered my question will i be able to speak to your ceo as mentioned earlier we dont have a ceo department here in talktalk however you can contact them directly on this number graeme that is not a talk talk number i have just called it and it is a communications and internet ad,Bad
706,i just want to express my complete and utter disgust at the way i have been treated by this company i contacted them on to set up a broadband package for my mother i was told in that initial call i was told that if i wanted to retain my number that i had to call virgin to request they port it over or give me mac code i called virgin on only to be told that it would be talk talk that would make the request i called you back the same day on the number given by the sales advisor and quoted the reference i was given none of their offshore advisors were able to trace any information about my application i spoke to or so offshore advisors before getting frustrated and asked if i could now make a complaint and that i wanted to now discuss the matter with a uk based advisor i was then passed through to an advisor by the name of from the loyalty team at a uk based site he advised me that he could not trace my account and that i would have to go through a sales call again and that to compensate me for the distress that he would add credit to the account i carried out a further sales call with you i was told that you would contact virgin on my behalf to get my number ported across great i thought i then logged on to the account online i was advised there was an issue with the order and to call you i did so and it was at this point that i discovered that i had account numbers and the former being the first account that had incorrectly been opened in my name despite the fact i advised i had called on behalf of my mother and the later correctly in my name i advised a uk based handler by the name of that i only need one account and to close the one in my name she did this and confirmed the credit had been put into the later account i left matters at that and again logged onto my online account again it was still showing an issue with the order i called them and was on the phone to two offshore advisors for nearly an hour and twenty minutes i was in helpfully told that the could not port my number over from virgin as a virgin had advised that a request had already been made i was then told that you would not be coming to fit my broadband on the agreed date of and that if i wanted to get this issue resolved i would have to call virgin i was shocked that this was the first time i had found this out and that no one from talk talk contacted me to advise there was an issue if i had not made contact at all with you following my nd sales call or logged on to the online account then i would have been none the wiser and my mother would have wasted a morning waiting for an engineer who would never have arrived again i cannot put into words just how upset i am at this whole affair i advised that i wanted to cancel all accounts with talk talk but that i still wished to complain about the way in which i have been treated this seemed to go completely over the head off your offshore manager was completely useless at dealing with my complaint so much so that im not even sure if he has cancelled the accounts i have spent literally hours on the phone to talk talk and some days after i initially contacted them im still not sure what is going on i have reached out to them on twitter their own online complaints team and have even gone to the lengths of making preliminary contact with ofcom over this issue i would not recommend them to anyone and would advise people to avoid them like the plague,Bad
707,i felt the agents just wanted to get rid of me and toward the end of the chat i dare say the last agent was bordering being rude,Bad
708,since merging with bt this company has completely lost the plot avoid unless you relish high blood pressure,Bad
709,i was notified about my usage of my pay as you go sim on th october at am when i was asleep and did not text anyone when i called vodafone they informed me that i had texted someone despite no results coming up when i searched the number on messages after this call i was charged another for using my sim although i got the number from a vodafone worker in a vodafone store and was told that it was a free number to call i called again but was told the same that i would not get a refund by another am absolutely unhappy with the way that this matter has been dealt with the customer should not have to bear the consequences of mistakes,Bad
710,useless i would give negative stars of possible i was told i could apply my works discount with in days of signing and it would be applied to any bill during that time guess what the guy lied their complaints department where about as much use as a chocolate tea when it came to my complaint over this supposed miss communication should have stayed with ee,Bad
711,i am trying to remove a service from my package they have made this impossible to do online although upgrades are possible online the queue to speak to someone was minutes the security questions were of such depth i could not answer them moreover without answering the security questions i was not allowed to speak to anyone else or even make a complaint in effect although virgin have made it easy to spend more money with them they have made it virtually impossible to spend added after receiving reply from virgin below in addition to this trustpilot review i made a formal complaint to virgin i explained the situation as above i received a reply by email saying that they would educate the indian call handler involved in other words they did not even engage with the substance of my complaint i explained that i was a customer of around twenty years and so was all my family i explained that one of the key reasons for joining virgin was in the past its superior customer service to other providers and that i thought this was a really important distinguishing feature for the company well no more they seem to be as bad as all the rest indeed i read in a recent review article that the only uk service provider with more complaints than virgin is vodafone how times change,Bad
712,preordered pixel pro got a confirmation letter and thats it a couple weeks later a week past estimated arrival date checked on their website theres no record of my order after in store visit multiple calls to their customer service number that was a nightmare to find in the first place reading through their completely unhelpful website that leads you in circles i was able to get an email that there was a problem with my credit as it was the only way to buy pixel from them and was directed to their credit problem resolution team after a couple of emails with all the details they could ask for and a reminder that my email still is unanswered i lost hope and went and ordered pixel directly from again do i want to have any businesses with o,Bad
713,internet speed mbps instead of promised couldnt leave or get it fixed spent hours on online chat talking to a chatbot rather than assistant router needed to be restarted everyday as wasnt working worst company ever,Bad
714,absolutely ridiculous client support worker couldnt assist with the basics i used the word rubbish she told me this was inappropriate so said she would terminate the dialogue if i used this word again what a farce please do not use this company as they are all liars one day a staff member quoted me a price then when i went to purchase this the following day i was informed that her colleague misinformed me its just a way of wasting peoples time and increasing prices according to the client support worker and whatever money they can obtain from you,Bad
715,i will not recommend to any one to come in o or starting from o very very bad service and customer service as well very cheap and bad just waste of time and money also from hotspot not working internet speed very poor mb or mb thats it customer service cant help you just giving message in your area working after month they saying now ok but not ok,Bad
716,i have been with this company for years never again i was trying to resolve an issue and ended up on the phone for nearly two hours last friday i had an email on sunday to say it had been resolved but on monday i found it hadnt been so in the end spent another minutes on the phone on tuesday but still wasnt resolved i ended up trying to put in a complaint by phone but noone could put me through the the complaints department i emailed a complaint hours later i had a phone call while i was at work the guy tried telling me my problem had been resolved so could he tick the box to say my complaint was solved when it clearly wasnt resolved although he was meant to be dealing with my complaint he did not listen to what i was clearly need to train their complaints department staff to listen to their customers rather than telling them their complaint has been resolved when it hasnt i was hoping that today my issue with vodafone would be the guy dealing with my complaint has made things much much worse tomorrow i will be returning my phone and going to a completely different supplier,Bad
717,this is disgusting no response from the company thought ill use as they would be more trust worthy well tell you what just my luck as i need some cash they pause their selling when they had already said they sent payment working days later still no payment and support reply with a scripted message avoid,Bad
718,my bt mobile contract started on the th of jan its now the th and still no phone i have made several calls to my local call centre india and have been told every time that it will arrive within two to three working days the have my upfront payment which they managed to take with no issues yet delivering the product i paid for is a joke i would love to speak to an english person to try and resolve this farce,Bad
719,contacted bt shop support by email and telephone and im still waiting on a follow up reply from them now beyond their target response was listed as independant on my order confirmation making tracking impossible who i eventually discovered was parcel force contacted them directly and they were actively helpful unlike bt shop apparently the address that was given to the carrier was not the full address that i gave to bt shop leading to three failed delivery attempts that i was unaware of expecting delivery tomorrow now but im not holding my breath,Bad
720,i have a mobile provided by my employer with an ee sim coverage is terrible i found i had almost no signal anywhere in shropshire even when in town i live in a market town in wiltshire and again lucky to get bars anywhere in the county outside of swindon everything everywhere more like practically nothing anywhere,Bad
721,id like to have put less than star i pay for mb but rarely better mb i called to complain hr mins they eventually put me through to technical which is automated which apparently checked my equipment no what will change is my supplier useless,Bad
722,i tried to cancel my order and was faced with delaying tactics from multiple live chat advisors via there website they was hindering the cancellation process in order to keep me tied under a year contract very unprofessional and dont have customers best interest at heart but there own agenda,Bad
723,after being a royal customer with have my life hell and refused to cancel my time i call they dont process the request to cancel and they continued to take money from my complain dept have said that i will still pay all the are charging me not picking my calls avoid them at any join them at your own risk,Bad
724,the customer services at virgin are very takes far too long to get through to an adviser and when you do get through your talking to someone who does not understand english also your broadband is far to expensive and its forever dropping out i grudge the just for broadband it high time you brought your prices down to a competitive level,Bad
725,my experience with has been i have gone with out been able to use my phone for nearly two weeks i have been on the phone over twenty times trying to sort it out i have been on hold more times than i have spoke i have been told one thing them another thing and messed about it is so badly organized and lacking in ethics,Bad
726,i cant say enough about how awful the service was my husband put a down payment on an iphone s and it was to arrive in two to three days it didnt and what ensued was the most ridiculous encounter ive had with any company they said it was out of stock despite being in stock when we bought it they werent sure when itd be back and kept delaying its arrival date we asked to cancel it and were told in occasions it was cancelled but after each call it was still active we were finally told it cant be cancelled until it arrived what about the day cooling off period and what if the phone arrived after that time we were told the days starts when we get the phone it arrived after two weeks and we tried to cancel it again we were told our days had passed in total over a week i spent hours on the phone speaking to people who were in egypt ireland england south africa and spain each of them saying please bare with me putting me on hold and then transferring me to another country and to someone who had no idea what i was talking about i was so disgusted with that i decided to quit my contact and pay off the remaining months just to be done with them i was eventually put through to the cancellation team and one woman offered freebies and the rest of my contract for free and cancelled and refunded my husbands contract for her and decent coverage i am thankful but when this contract ends i am leaving for good and recommending to all i know to stay away month contract here i come,Bad
727,absolutely disgusting customer service our internet kept going down though we were ment to be on the best internet they provided should of been perfect for the price myself and my partner phoned numerous times to either be off or hung up on we asked time and time again to speak to a manager and were ignored yet again either hung up on or past from pillar to post we even had someone pretend to be a manager at one point both myself and my partner were on our own phones at the same time trying to get through to speak to a manager it took forever we were told we would get a call back never did terminated my contract with them as soon as i could absolutely rubbish,Bad
728,hi ami im sorry you feel this way please reach out to my team and give us a chance to make a better impression please post on our community or twitter talktalk karl talktalk,Bad
729,the worst company i have ever dealt with i requested divert and was promised it would be free months later they had taken approx out of my account they didnt even log the complaint and after months of me making this complaint there was no record of the complaint and the call recording was deleted the only evidence proving what occured if this wasnt enough they did it again when i requested divert to be on the monthly subscription of a month with come out of my account in dec now im trying to get back further s they screwed me with,Bad
730,ordered a phone which turned out to be not suitable for our fibre saw this is small print on box when it arrived could not speak to anyone at customer service sent emails to explain and try to return finally got a reply saying that it was the customers responsibility to check suitability it is not obvious on the online sale details then told that we had to pay to return it which we have not heard anything yet ready for further battle with bt as we are still waiting for compensation when we had no telephone or wifi for nearly weeks last february its very very annoying,Bad
731,all i wanted to do is change my old o simplicity day rolling contract with no data into a new one with mb of data sounds simple right haha not when you are dealing with o it isnt the first gentleman i spoke to was a couple of sandwiches short of a picnic after an hour and a half i finally had what i wanted or so i thought every question i asked he answered with yeah i think so i didnt really think that was good enough i would rather have a yes or a no or a dont know but ill check for you perhaps i am just old fashioned two days later the totally wrong thing dropped through my letterbox i thought great this is going to be fun to sort out so to the phone i went and rang o again thanking my lucky stars i was dealing with a company with such a high trust pilot review score the second lady i spoke to was so surly that she gave even siri a run for his money she literally could not have done more to care less i was almost impressed with how much attitude she managed to get into her tone of voice even insisting on speaking to my wife and trying to tell her i was being unreasonable fortunately my wife sat through the initial hour and a half phone call and set her straight on her appalling manner in no uncertain terms all told they have slightly better customer service than sky but worse than absolutely everyone else i have ever dealt with including bt not that they will read or care about this review as most other mobile phone companies are just as bad and there is no real competition having worked for ee i know that they are no better are basically o and vodafone are tax dodgers i guess that leaves mobile,Bad
732,absolutely horrible company christine from complain department should never been allowed to deal with customers for years theyve been calling me and asking whether i want to update my contact then one day theyve sent sneaky email to inform tha contact expired they then increased my fees by without ringing me as theyve been doing this over the past years i fought hard trying to get extra charges back but they believe that they did nothing wrong avoid this at any cost,Bad
733,was cold called by this company the guy who called was rude and then hung up and accused me of lying about who my mobile provider was he then hung up i then called back to customer services who didnt want to know,Bad
734,where can i start frustrated bombarded with letters and phone calls to upgrade to the v box a loyal customer for years and given false information engineer arrives and fits a tivo said that if virgin raised a new order then he would come back this afternoon customer service have ordered in correctly charged us even though we were told no additional charges phoned customer service and told that as we did not order on line will charge us for correct box to be fitted what is free about then ended the call with no explanation phoned again and spoke to another person actually listened to me but couldnt sort completely went through to retention department have now cancelled completely good riddance virgin,Bad
735,took payment i waited a week bt never released the product after chasing them they then decided they should mail the product to me slipping through the cracks even if amazon is a few pounds more bt are not worth the risk,Bad
736,i switched to digital calls and it has had issues from the start weeks nowi also cant access digital talk talk from my mobile phone it doesnt recognise my email or password and says that i have to put a pin number instead of my password,Bad
737,absolutely poor service everyone please avoid ive ended my contract in the end as i was on the phone for mins explaining that i just want to cancel my contract but then they kept asking me the same question why do you want to leave and if you stay with ee we can do you a good deal i just said look its my right to cancel and i got there in the end so i can leave for good had like a christmas present has come early now ive finally left rubbish go on this network im just so happy ive finally left them after them bullying me to stay absolutely disgusting,Bad
738,internet keeps going down customer service is very poor,Bad
739,router buggered up engineer has been and as it isnt noted on the notes a new one will not be issued therefore i have no internet and am forced to use my g no other help given poor customer service no actual customer support have emailed direct to see what happens,Bad
740,on january th at pm order ref ws i ordered weekend calls vivid fibre which was upgraded by myself to big bang vivid fibre weekend calls at a later stage installation date when an engineer was supposed to come and install the service was set by for january between pm i have provided your department with residential agreement your ref from my landlord i have also prepaid a years saver line rental at have advised me by letter and email that my installation date is set for january between pm have also advised my previous provider talktalk that will be taking over on january i was led to believe by that the set installation date stands on january between pm engineer did not arrive i had been waiting at my address between those times and had to take a off work to do so when an engineer did not arrive i have spent hours in total on the telephone trying to find out what happened finally it transpired that my installation was put on hold because are still waiting for permission from the owners of adjoining properties until that point in time this was not communicated to me at all from this breach of contract by it transpires that is obviously not a reputable company upon which i as a customer could rely accepted my order accepted my money and despite all their assurances could not deliver on january between pm so in the end because of incompetence and extremely poor level of customer service i cancelled my contract and have had to look elsewhere potential customers beware if you want to save yourself a lot of hassle and disappointment avoid at all cost are rude unprofessional and obviously cannot be relied upon to deliver on their causing this particular customer a great deal of inconvenience and disappointment,Bad
741,couldnt be worse over hr wait to get through to someone to be immediately cut off attempts to renew contract on online chat each time painstakingly going through security checks and repeating myself over and over each time finally put through to upgrades team to be asked the same questions again each time cut off just as i was about to agree the deal hrs of my day completely wasted when i can face wasting another hrs ill ring them up to cancel if that doesnt work ill just cancel my dd bet they contact me then,Bad
