,CleanedText,Type
1931,useless totally utterly will call you and never do we will do better at service and this was a one off even though its consistently crap day to day from management to the person who cleans their of them totally utterly ridiculously useless breathing is probably difficult and the fact they manage to say phone is an accomplishment in i am beyond dealing with moronic children are there any internet providers that professionalism and basically doing your damn job talk talk virgin and sky can all stay quiet as its already known your equally useless,Bad
1932,following my last review they just replied with some rubbish message just send us a text with an explanation of the issue to for cable services or if the problem is with your mobile services well get back to you as soon as we can with further you cannot reach them at all using the above keep away from virgin media,Bad
1933,crap crap crap,Bad
1934,i have put star because you cant put zero stars if i could have put minus stars i would have in the last days we have had our contract ended when all we asked for was a change of address since then we have been lied to had telephone conversations deliberately ended told we would be called back the next day and wasnt basically bt are the most unhelpful incompetent company you will ever deal to review just when you think bts service could not get any lower they dont let you down they made an appointment for an engineer to attend on monday th later that day the th they gave me a specific phone number to call and they would give me technical assistance to connect broadband i rang the number it was just a different number which got you through to their standard number during this phone call the lad i was speaking to said an appointment had come up on the th and would i like to book it when he tried to change the appointment he could not input it on the system he went away to check when he came back he informed me he had lost my appointment and also lost my appointment for the th the next available appointment was the thi asked to speak to a manager all he said was sorry and thought this was acceptable i said it wasnt he shouted at me and slammed the phone down on me i immediately rang back to complain against the manager i was told it would be dealt with internally when i asked if someone would ring me back and tell me the outcome they said no the depth of bad customer service bt sink to knows no level they continue to give unacceptable service knowing the have a monopoly on people having to have bt landlines,Bad
1935,absolute awful company between sky and open reach its taken them weeks to set up our broadband and its still not installed open reach informed sky that the cabling issue was done weeks ago but still havent updated their systems even though i was told it would only take hours what a joke wouldnt recommend them to anybody would be nice if they could let us know as well what on earth is going on instead of just saying sorry no new update,Bad
1936,no hints or clues given as to the problem with wireless printer issues,Bad
1937,i have not been a talktalk customer for over years,Bad
1938,bad customer servicei have spent over hours on live chat after spending an hour on the phone trying to resolve an overcharge on my account for the past months i have spoken to people and are now being passed to yet another person it is ridiculous increased charges applied without notifying me and now just quoting the same response instead of trying to do something about it obviously being a loyal customer for several years counts for nothing,Bad
1939,do not use awful sevice and customer service and complaint have had persistent issues with intermittent broadband service over the last months furthermore we have had no mobile phone signal at home for over a month when we queried this we were told that a phone mast was down at pm on weds our broadband completely stopped working and because we have no phone signal ability to use data for a hotspot we now have no internet access at all at home phoned to request an engineer were told we would have to wait days before this could be requested asked to speak to a supervisor to query this and was refused after persisting for mins it was eventually escalated who said that they would see if they could book an engineer the next morning raised a complaint and ended call received an email immediately afterwards saying the complaint had been closed without asking whether we agreed to this have now had to ring again and reinstate complaint and the earliest an engineer can be sent is for weds next week which will mean a week with no pay nearly a month this is awful service and ofcom need to be aware that virgin are unilaterally closing customer complaints presumably to manage their complaint data,Bad
1940,complete disaster both the quality of service and the level of customer support took out a new contract based on the os assessment of signal strength strong g indoors and outdoors sim arrived and only bar on a g network even though my previous network goes g on some days attempted to contact customer services almost an hour wait on the phone nothing resolved promised to call back never did attempted the chat option requested contract cancellation a bill arrived shortly more than a pound on a a month sim only contract given no calls were made and no data usage unable to contact customer services submitted a complaint using their complaint procedures response we are not to blame there may be buildings round you preventing signal well remove the charge and close the contract ok but emails about outstanding charges keep coming another contact with complaints team another promise to sort never again even if its offered for free,Bad
1941,disgusted at being charged for an upgrade i didnt ask for told to chat back in the morning as she couldnt find a deal to include my landline which i have had for years i was asked at to chat back in the morning for a deal i believe they finish work at on sunday very dissatisfied,Bad
1942,what a load of rubbish ok if you want your street to turn into car park they dont fix any problems just keep you off and sending and charging you for equipment you didnt order or ask for go with anyone else but not bloody bt absolute crap,Bad
1943,i was persuaded to return to virgin and in the transfer virgin lost my landline number that i had used for years i was told repeatedly that there was nothing they could do inspite of bt saying the number had not been allocated i have spent the last months on the phone hours and hours with so many promises that didnt materialise i wish i had never moved,Bad
1944,customer service is rubbish internet service is rubbish dont get what i pay for but nothing seems to be wrong according to virgin media wish i had never bothered but stuck in a contract,Bad
1945,if i could turn back time i definitely wouldnt use talktalk as an speed poor service delayed upgrade resulting in no internet for days and then a further days before a second engineer is to bt for days loss of business must be of an acceptable level or i will be taking my business elsewhere,Bad
1946,watch out for false advertising they offer you a choice of a free extra but then you are given one offer months of free disney or nothing thats legally not the definition of a choice of a product or a service and i am going to report this the o website says get a little extra on you take out selected o refresh phone tablet and sim only contracts youll get to handpick an extra for up to six months on us whether youre into tv and movies music meditation books or audiobooks or you want to keep in touch with loved ones overseas you can find an extra thats perfect for youi just got off the phone with their staff the choice they said was to take it or leave it,Bad
1947,thank god i did not activated my sim yeti ordered new sim and thought to migrate my existing number to but there is no single good review about service network and support not going to activate my new not sure does the international calling bundle cover india calling or not raised a query but it has still not answered,Bad
1948,i have bought sim card and phone deal with back in early june i have kept the phone and decided to cancel the sim card that was a day rolling sim cancellation was done with the days return period i was advised if i have not used the sim deal and wanted to cancel the sim i would be receiving a full refund for the first month cost within the the first month the refund did not came through when called customer service they seem to be completely confused and they had no idea of cancellation request they advised me that payment was delayed and it would be taking another working days however after working days ive noticed that my account was debited again and this was not cancelled as i had been informed by customer service after speaking with different customer service agents i had a few issues with agents cutting off the line while asking to be on hold looking like was on this situation dragging for so long and becoming a frustrating experience i called again and asked to escalate to an manager to sort this situation surprisingly manager advised me that she would not be able to help like you are the one making the biggest mistake when you chose to purchase from them no one can help you after that i am currently awaiting to be refunded for a service that have not used and i have been lied about disgraceful company,Bad
1949,awful disabled and rely on my dropping of been they fix problem then it starts x so far get through to not use this company,Bad
1950,absolute rubbish you get a free sim card but it does not give you a number no way of contacting them from abroad the worst provider ever do not bother,Bad
1951,my phone was upgraded to digital main phone works no problem but the adapter they sent me for the second phone does not work yet it is a bt phone set bought recently so now i have only one phone beware of the adaptors you need,Bad
1952,the price doubled and then cancellation was made almost impossible total,Bad
1953,i had a simple problem my landline would not allow incoming outgoing calls over an hour and a half of chat with four different team members all asking for much the same basic information and a phone call to an automated answering was asked to phone back in an hour the problem has now been rectified but ive been without a phone for hours talktalk is fine if you have no problems but time and time again over several years their customer service has not i would like contact to person an operator who will immediately assist with a problem a three minute call maximum if time is needed to sort it out then phone or email me back spending minutes waiting for someone to ask the next pointless question is infuriating to say the a bland generic response from talktalk not sure what they are offering considering i said the problem had been rectified do they actually read customer comments,Bad
1954,i have had an account with for years and they recently contacted me with a request to change my login arrangements for online access i subsequently could not logon and when i contacted them it appears my details do not not match with their records unsurprisingly the direct debit details seem to be ok i am concerned that their security and data protection controls are not up to the job of protecting my personal details the fact that nobody seemed particularly concerned suggests this is an everyday occurrence,Bad
1955,spoke to an agent called amanda no help at all she put me on hold times occasions when she didnt even need to the woman couldnt pronounce my name correctly even after correcting her every single time why attempt to say my name when you are being corrected multiple times its not even hard its mahima also she didnt resolve my issue and instead filled out a complaints form which she read to me but had no key information included on absolutely useless wasted minutes on the phone to a useless agent great customer service o,Bad
1956,i would swerve this lot if i were you if my experience is anything to go bought a mobile from their ealing broadway shop about four years ago the staff were professional helpful and polite and i was always happy with the phone being a light user i only made relatively few calls with even fewer texts i recently had it stolen and rang customer services to get it blocked and get a refund on the balance transferred onto a new get this refund i had to answer a few security questions asked by people who were clearly not paid to think i rang three times hoping i would succeed i failed the test miserably each time the kind of questions were firstly i was asked for the sim number which of course was on the phone however i was told it would also be on the box the phone came in but i had thrown this away ages ago secondly i was asked who i texted most frequently i replied that i am a light user and very rarely texted anyone and could not remember the last time i did it i did say that i could remember who i last texted but it would have been some time ago wrong answer thirdly i was asked how much credit was left on the phone i said it was about but as i no longer had the phone i could not be more precise and was unable to ring up and find out the thief might also have made a few calls and sent a few texts before i had the phone blocked to which i was not of course privy this was to me a daft question does anyone know their precise then decided to go back to the shop where i had bought the phone to see if i could be more successful there it had moved but was still in ealing broadway i was attended to by who at first seemed quite positive but he then had to call the same customer service and i was then put through the same hoops around the same time he was having a conversation with one of his colleagues about whether they had had lunch or not he left me while i went through the same inappropriate security questions which i again failed miserably it then appeared that had actually gone to lunch while i was still on the phone i then had to talk to someone else whose name i did not catch but who was arrogant and rude i tried to explain the line of questioning was inappropriate but he stopped me and demanded i listened to him i wanted to explain that i would still be happy to buy another phone if i could get one with the same light user deal however i never got the chance as it was clear he wanted to get me out of the shop he parted with a very sarcastic merry to if you want to retain customers please come up with some sensible security questions that take account of all customers i cant help noticing a lot of rather negative reviews here though different from mine must be doing very well if it can upset so many people or maybe it is not doing so well due to staff like and his colleague i hope he enjoyed his lunch he would probably have succeeded in selling me another phone if he had wanted fortunately has a lot of competitors out there,Bad
1957,picture keeps breaking up so keep getting failed recordings catch up frequently doesnt work the same for their on take ages to load had engineers round a changed box and still having problems despite being told there arent any known problems takes forever to call and they have no email address so avoid at all costs i definitely wont be renewing my contract,Bad
1958,i am having great difficulty getting on line to my,Bad
1959,havent even signed up yet and im pulling my hair out completely useless wish virgin media cabled my area but stuck with these useless,Bad
1960,i would love to write a review of how great the product was that t purchased from bt unfortunately it was broken buy the courier company and im still waiting for an exchange from bt a week later,Bad
1961,been with vodafone for years and never missed a payment so when i called to get a better deal the result was no deal and they cut me off immediately so left with no phone customer service was next to useless and told several miss truths for there information yes i can get a pac code immediately no i dont have to get it to a pay as you go phone and it does take days im sure ofcom will be interested to hear this and no you cant cut me off without notice when you demand days notice before you reply do your homework never ever missed a payment just goes to show you havent got a clue,Bad
1962,phone ordered on wednesday next day delivery this is now mon and still hasnt arrived not happy at all,Bad
1963,moved to now tv for my parents so i assume now tv would start procedures with telling vm that were joining them parents started receiving calls about broadband and i told them to ignore it as i had no intentions with staying with vm for my surprise i noticed vm continued to charge me for the past two is clearly fraud as i know my parents would never agree to anything over the phone whoever represented vm and called my parents has clearly abused the fact that my parents english is not fluent and thought it was ok to continue charging to mention the account is in my name so technically my parents wouldnt have any rights to the contract with is disgusting and clearly a misconduct hopefully this person is caught and goes through disciplinary after going through a few reviews its clear that theyve been doing this to everyone else too absolutely sickening,Bad
1964,i was on a bt calling plan bt emails and says they are moving me to a different plan that was going to cost me more without so much as a by your leave i went onto the chat line and the person i chatted to said there was a cheaper plan i moved onto the cheaper plan i sent a complaint to bt about their attempt to shove me without consent onto a more expensive plan when cheaper was available i got no response to my complaint except next day i got an email from bt saying they had closed my complaint well i have reopened that complaint and i will reopen and reopen and reopen until i get a satisfactory response bunch of ignorant crooks if you ask me,Bad
1965,after waiting from th april for broadband to be connected i was guaranteed that it would be connected by an engineer on th june the engineer never turned up at my home instead doing it remotely apparently there is a fault but this was not reported to me or ee gone are the days of caring about your work and customers,Bad
1966,we are group of x seafarer using for data access only x of us can access network the rest of us unable to connect we still have available bundle activated not yet expired and it will come to waste because of this mess we didnt keep our mobile phone number coz we only use for data access needed for new sim application hope we can be compensated with lost euro value and refund our unused vouchers bought from local phone shop in,Bad
1967,vodafone is the most exploitative and unethical service company i have ever used i was moving home and called them last week to cancel my home broadband which i thought was on a years contract and i was told i couldnt cancel without incurring a penalty fee as the contract is an months contract the agent said i could transfer the broadband to my new address so i called them this morning and i was told that the contract would be extended for another months if i move the service the agent had no explanation to why i would have to sign up for a new months contract that i do not want other than saying vodafone has the right to change the terms of the contract when a customer changes address and that the company puts a lot of work into providing the service and needs assurance of continuity in as much as the company puts in a lot of work to provide the servicei also put in a lot of hard work to come up with the payments i make to it long story not use vodafone,Bad
1968,rang times emailed and still no solution has been offered just full of lies no common sense in any of their replies,Bad
1969,i can not describe how appalling talk talk are from a customers perspective i actually feel elated today at cancelling my year old contract though it took me eighteen phone calls over days to get through without being told a myriad of lies then being cut off constantly talk talk have seriously my business and having cancelled my home service today i will also be cancelling my business contract as well as that of my parents siblings who are fortunately all due for renewal in the next few months good riddance to absolute jokers,Bad
1970,made a mistake again to join virgin media my contact say mb and guaranteed over mbps but im lucky to get over mbps worse thing is its month contract cant wait to leve virgin media and never again,Bad
1971,i purchased a house whereby the previous owners had installed virgin media the external brown junction box was cracked almost in two halves and is situated on the front of my property annoyingly i wished to purchase a new spoke to the virgin media customer services line on four different occasions requesting where i could get a replacement box they either said that they would transfer me to appropriate dept or they could not hear me on the line so would have to hangup when i could hear them fine furthermore i saw a installation van parked around the corner so i asked him if he had any of the boxes in his van he hadnt but would be in the area next week and would call by and replace to be seen againi think the overall service and helpfulness by virgin media has been awful if they are unwilling to help me with something fairly easy they are not encouraging me to ever buying a service from them if this is how they customers,Bad
1972,worst broadband provider in the uk people on our local facebook group are always complaining about intermittent problems with virgin and we are with them at the moment though about to switch to and have our own negative views of the service they are always upping the prices as they claim it will make the service faster but there is no noticeable difference the service is unreliable as it has more frequent national outages than any other broadband and they are always doing maintenance without warning disconnecting customers from the digital world for half an hour bad customer service too yesterday it was off pretty much all day and not much different today to be fair they were obviously doing maintenance but tried to deny it and say it was a problem on our end also they dont keep on top of modem upgrades yesterdays experience was what pushed us over the edge with virgin and we really dont recommend it,Bad
1973,the cost of what i pay for the service in no way reflects the service i receive i work from home and the broadband regularly cuts out very poor,Bad
1974,i ordered broadband on the st of january with an installation date of th february which was the monday after moving into my new home vodafone had already arranged for an engineer to attend the property before hand to ensure the property was ok to have the installation th february came around and nobody showed up for the installation i contacted vodafone who were no help and told me i would have to wait until the th march i work from home have several streaming services sky and a security system this was not an option i have had to pay for gaff unlimited data to my work laptop aswell as paying for the streaming services i cant use and an alarm system which needs broadband to activate it is now the th of march engineers later and still no broadband i have seen no urgency and the customer service is appalling also do not have a customer facing team so there is to find out whats going on i would never recommend this company for broadband,Bad
1975,they are normally fairly good this time found agent uncooperative and simply telling me to wait more days already been without phone for days now having issues with changing channels on the tv but reluctant to contact them again today they want your money quick enough,Bad
1976,i am getting a lot of drop outs during the day the internet is not stable its been like this for months i am not happy with the service,Bad
1977,i have had broadband with virgin medias national service for nearly months now not once has my broadband speed gone above mbps however was reassured when i took it out it would be between and mbps have made countless complaints and keep being off with were looking into it have tested for the last weeks it has been between and mbps have complained the best they can do is tell me to keep testing they cant do anything without a diagnostic test however my internet speed is too low to complete the test only when i kicked up such a huge fuss that this was unacceptable did they say they would raise a call ive now got to wait working days for a text message to inform me what they are going to do about the problem will be cancelling asap and switching never going to use virgin again rubbish customer service disgusting broadband speeds awful company will demand a refund,Bad
1978,supposedly fibre one service so high speed fibre broadband but performing worse that my dial up connection over years ago trying to upload videos to youtube is taking hours and rendering the entire house tech useless for hours while i try spoke to them over the phone to book an engineer and miraculously started to work perfectly while they claimed to reset the system their end and now a few days down the line and completely useless againi do not believe this is fibre broadband and i will now be requesting to see proof of fibre installation in our area it should not be taking hours plus to upload a minute video to youtube,Bad
1979,please dont get talktalk i run a of employees then need access to the internet to be able to work talktalk could not give a st havent even emailed me since its been days my staff have to now work at home worst service you could possibly imagine,Bad
1980,they cancelled my phone line without any explanation i have an oomph package that includes phone and broadband and its set on direct debit it took them over two weeks to fix the problem and they didnt even offer any type of compensation i had to spend money on a different company to solve the problem they created,Bad
1981,i wish i can give star unfortunately theres no start,Bad
1982,new customers get a better deal than the old a minute call to discover that the loyalty team cannot offer prices listed on the website to an out of contract existing customer frustrating illogical and unacceptable,Bad
1983,i was sold a premium broadband package with a matching price tag the service is patchy the signal comes and goes several times a day sometimes for an hour or so i cannot rely on it for work started missing important meetings and appointments it is simply not good enough,Bad
1984,talktalk are by far the worst company in the uk how they are still operating is beyond me we had the service for months we were told our broadband would be mps what we actually received were speeds of mps or sometimes even kbps our telephone line was literally crackling constantly and they kept charging me over the odds for this rubbish service now they want quid off me for leaving early no way they breached their contract with me so in no way are they getting any more money out of me they dont listen to your concerns the customer advisors can not speak proper english and i could not understand them i have now changed to italk and im having a proper internet service which is what i should have had with talktalk please avoid this company save yourself the stress of being ripped off,Bad
1985,not a trustworthy customer service members,Bad
1986,update somehow this is still ongoing and i am yet to microwave my head out of frustration give me a cheer for my self control there is now an outage in my area which appeared after i said i wanted to withdraw within my legally permitted cooling off period and i must wait until tomorrow and it will all be fixed funny no im off the worlds worst customer service i am trying to order a wifi booster because i somehow get mbps in the room where the router is given that the cable has been installed in a random bedroom wall and nowhere useful and mbps in the room perhaps my walls are made of concrete uranium and kryptonite i have been through the chat multiple times which insists on routing me through a hundred support options which arent relevant to the issue in the desperate hope of making a customer go away in frustration i have called up and had the automated system refuse to let me speak to anyone and hang up on me instead i have had to demand to open a complaint as the customer service agent i eventually got to speak to was trying every way to get out of it only to get an email saying we agreed a resolution which included an apology to me we definitely didnt agree that and virgin definitely didnt apologise to me either the only positive of this experience is learning that my flat walls must be so thick theyll survive a nuclear war and that ai systems will never manage to take over the world if theyre as bloody awful as these ones are,Bad
1987,driven to write as my call with a senior manager promised with a reference case number has been closed apparently i am having a fourth installation this has been a time consuming poorly executed poorly organised event i think i would be extremely helpful to a senior manager as there is not one part that has gone well i can put it simply under to engineer communication each time i have placed the order i have given my mobile and been told that you get a call an hour before i have then asked for it clearly at the top to call me one hour before this does not happy they dont bother or one engineer showed me he had none of that information on his visit poor customer service quite unhelpful and not very services i rang three weeks ago to ask if all the account could be put under one umbrella so i could get into an account and all four properties would be listed there for me to download my accounts i found out the day before when i needed that information that it never got to the back office and was never activated therefore when they called me i failed security because i still cant access one of the addresses they asked if i wanted to spend a second hour doing up all the accounts from the beginning as they insist during the sales call for direct debits found out after the call which i failed security on and went back into the one account i can access that payments are well overdue got through only to find out that they have all bank details but they have to physically add them to the account to activate them so my credit rating has probably now been affected so we paid off everything we owe and had another go and getting them activate the bank details they have been holding for the last couple of day had another call and went through the same disastrous security questioning which has multiple layers and finally she accepted answers to different questions took another minutes to tell me my payments which had been confirmed the day before had gone throughthe complaint that is in where they agreed i could speak to a senior manager has just been closed according to the email and sorted out still waiting virgin media business what an absolute shambles your company is,Bad
1988,i had the misfortune to have virgin media at my last house they promise a lot but deliver very little they seem very friendly when you sign up they promise everything but deliver very little the customer service is annoying being passed on the phone from department to department and ending up speaking to the person you spoke to first it took six weeks to get the broadband installed and in the end it was costing so much that i scrapped it before the contract was finished,Bad
1989,in a nutshell talktalk keep asking me for money i dont owe them and do not have any customer services for me to talk to about it longer version i set up an account with talktalk for a flat i was going to move into before the outbreak the lockdown meant that my move was cancelled so i had to cancel my new account well within the day cooling off period unfortunately talktalk dont have customer services they just have a desolate pit where hope goes to die in the course of two weeks trying every day i managed to get through to actual human beings twice both humans assured me that theyd closed my account and that i wouldnt need to pay anything in the meantime i was getting calls from engineers to say there were at my flat to set up the broadband and id have to apologise and let them know that no one lives at the flat and that i cancelled account in the past couple of weeks i started getting bills from talktalk for the account which they said they closed twice good thing i cancelled my direct debit again trying to speak to someone to explain that i dont have an account with talktalk is impossible its like watching yourself slowly ageing and moving towards the grave the online chat function is offline the customer services phone number just gives you a prerecorded message saying something like hahahaha you fool now youll never escape and then hangs up there is no way to email anyone i made the mistake of trying to contact them over twitter meaning i get a message in my inbox every few days from a different person asking me what the problem is exactly because they dont have the ability to scroll up do not go with talktalk dont even make eye contact with them you will never be able to escape their slimes cold tentacles learn from my mistakes,Bad
1990,disgusting company to deal with their ceo doesnt even have the courtesy to acknowledge an email after hours and their social media team cant pass a message on wow is all i can are leaving my mum without a functioning tv service,Bad
1991,has all sorts of issues moving house the best one being the booklet with the number you need to call to connect being not recognised a telecom co that do not know their own phone one is that the mbps service is actually mbps chat is not available no email is provided to and the automated no tells you it will reset all your equipment to try to fix the issue why do they want to reset the tv box to fix the router why when my other half is watching her favourite programme so basically no way to contact vm even via email today dancing to vms timetable again and getting fed up an email to be sent at my leisure and dealt with within limits vms leisure would be perfect now i need to find time while working tomorrow to sit in a call queue,Bad
1992,despicable customer service people who are like sitting ducks bureaucracy is disgusting they toss you from one person to the of command far below internet on my premises was switched off while claiming someone requested the broadband to be transferred to another provider this was not initiated from my premises is now left vulnerable to burglary police called on premises this morning to report an attempted burglary by concerned neighbours into my my intruder alarm till machine computers cameras monitoring cameras monitored by external agency are all rendered useless staff sitting down not been able to do calls have been made to bt with meaningful progress other than someone is looking into frustrating number contact number,Bad
1993,wifi signal is not reliable i need to reconnect my phone constantly because wifi just cuts off and i know for sure nothing wrong with my phone also i was to sign new months contract with virgin my ex tenants had to move and virgin couldnt provide service at the new address virgin acted very aggressive and imposed penalty charge i thought it was unfair and decided to help my tenants by taking over the remaining of contract virgin for some reason couldnt do it and the only way to sort it out was to sign new contract they left me no choice once the contract is over im out and will never have virgin ever contract expired and has been canceled virgin still charged me for a month upfront someone from customer service promised to refund my money but only after one month why i have to wait for one month this is unauthorized interest free loan total daylight robbery,Bad
1994,hi martin im sorry to hear that you are having an issue with your wifi service i appreciate its been a while since you left your review so hopefully things are resolved now but if not and its just the wifi and all things are looking good over a wired connection we have some helpful pages to get the best from your wifi we recommend starting here after going through the you still need some help feel free to pop along to our community forum where our staff and users have a wealth of knowledge and experience to help you out,Bad
1995,i have been in touch with customer service staff spent hours on the telephone and writing and i have got absolutely nowhere three people in my local shop the ones that caused the problem are helpless in sorting it out it would be interesting to know what all these customer service staff are paid to do it ends up as a pass the parcel exercise and you go from one to another of their staff and you have to explain the whole thing over is an absolute farce and in this day and age totally unacceptable either no one gives a damn or they are so badly trained or they dont understand the system that they are worse than useless why employ them if they cannot give the answers i would suggest that the mobile phone administrative system may be so complicated that it is beyond the staffs latest was a call from shah at pm on th september he wanted my date of birth what is that to do with anything i also had to supply proof that i had topped up my pay as you go account which had been obliterated by vodafone i emailed that shah said he would phone the following day at am i told him i would not be home he said he would phone on sunday however he did phone on the day i was out and left a number for me to ring him number not recognised my husband deduced that i should have used the code for india unbelievable needless to say i was not about to throw more money at vodafone which it looks as though i will never get back,Bad
1996,if i could give it a zero star i would absolutely rubbish theres no customer service at all they reckon they value their customers they certainly dont i would not recommend at all worst company going ill be changing providers for sure,Bad
1997,shocking customer service false promises false fixes thats if you get to talk to human internet is constantly routers and engineer visits later still not fixed stick to bt i will be going to them once my contract is up,Bad
1998,if i could give stars i worst wifi provider i have ever experienced and the customer service is an absolute will spend weeks being passed from department to department of people who havent got a clue just to go around in circles until you choose to stop the process through will be tied into a contract that you cant escape due to a ridiculously low minimum advice do your homework avoid at all costs if possible,Bad
1999,i was a mobile phone customer for many years and i wanted to switch my broadband so i decided to give vodafone a try from day they never had steady download speeds i was paying for the up to mbps download speed with a guaranteed minimum of mbps every evening i was being throttled down to speeds of to mbps i spent many nights on the phone for sometimes hours doing speed tests trying this trying that nothing seemed to work and the next night different operator same process they just didnt seem to know what they were doing or talking about keeping me on hold for half the time while they went to find out they also made certain statements during the sign up process which turned out not strictly true they didnt tell me the full picture this is regarding them buying out my previous providers contract they said my account would be credited the amount of remainder of my previous contract and it would automatically come off my first bill when the bill came out this was not the case i phoned them and a different person said no you have to fill in an online application to get that something they failed to tell me when i was deciding to sign up also the wifi signal from their router is terrible it does not reach me in me front garden not even meters away with only a window in between my previous providers router which was nearly years old might i add its wifi signal reached half way down the street i eventually cancelled my contract because i was still within the day period where i could cancel and i couldnt be bothered with it anymore for the sake of your sanity do not sign up for this you will regret it i will never get back the many hours i wasted trying to get sorted what they were supposed to deliver in the first place,Bad
2000,my oap dad was a loyal customer for over years he then moved supplier virgin then tried to charge him extra when he left tried to charge him for the broadband box etc bunch of money grabbers avoid,Bad
2001,i just renewed my broadband service because i feel i have to the way they treat customers is appalling as a loyal customer i dont get any of the deals new customers do each year the tiny extras like free bt sport get taken away i dont get an upgraded bt hun even though im paying more than new customers for the same service and when a newer hub could give me better performance this is a joke basically you have to go elsewhere then come back as a new customer to get one this year they charged me for caller display when it was meant to be free when i asked for a refund i was told it was my fault for not checking my bill and that i had somehow accepted paying by doing this which is complete rubbish almost mins later of being on the phone and knowing how things work legally they agreed to one year refund out of two i could have gone further with this but just couldnt be bothered the only reason i renewed is because i find when you have problems with a new internet provider you are left having to navigate issue between bt and the new provider which is a total nightmare so im staying with them to avoid the hassle make sure you check your bills because they think they can slap on extra charges whenever they feel like and then its your fault if you dont notice having a monopoly on the phone lines is disgusting and the only reason they are getting away with it and the only reason they have my custom i was treated appallingly as a person that renewed their contact who they make from each month,Bad
2002,the mobile data signal is a disaster lately,Bad
2003,if your thinking of joining ee i wouldnt bother they just lie through there teeth to get you to sign up once your signed up they dont care i would strongly suggest looking elsewhere as i will be doing,Bad
2004,if i could give them a i would do the website to pay for my mobile tariff is nonexistent but i am able to pay for the handset last month i thought i was paying for the tariff bill but i wasnt it was for the handset now i can only receive calls but not able to phone anyone i explained to the phone jockey that i am disabled and if i need to phone my friends i cant i spent a good hour to explain that i paid the wrong bill and i can pay for it on friday they didnt give a hoot about my circumstances and i am stuck with a brick the billing website is diabolical you can get a bill up and pay for the mobile phone itself but you cant pay for the tariff beware of this crap company nobody cares about the customer only the money that rolls in,Bad
2005,if i could give no stars i would numerous requests to change tariff or add services i am told they will be done but nothing happens completely inefficient i am charged for services i dont receive extremely poor service,Bad
2006,i have been with virgin media for many years enduring constant poor non existent customer service interrupted internet service periodic loss of telephone and television service since september i have suffered daily from interrupted internet service my constant calls for help to the customer service team fall on deaf ears as i am told as a matter of fact the issues are simply due to the upgrades occurring in the area and it will benefit me in the long run it is now pm and my entire street virgin media customers only have been without television and internet for hours i have been told by virgins so called customer care team that it will be another hours before any further updates will be given my only internet access is now through that which is provided by my mobile phone company i do not know how companies like virgin get away with providing such poor service to their customers it is wholly unacceptable although it means little to them i have now terminated my contract with virgin i now look forward to when my day notice period is at an end if more customers walked away from virgin due to their poor service and an uncaring customer service team perhaps then we will see virgin making marked improvements for now as long as customers suffer in silence and pay their hard earned cash for a less than adequate service virgin will continue to be insensitive to their customers and treat them with total disregard,Bad
