,CleanedText,Type
78,was told moving over to virgin media was going to be cheaper and they would contact my current provider to let them know of the switch they didnt i was getting billed by both companies i called to complain to virgin media and they have put me on hold to their customer services currently been on hold over minutes on a saturday afternoon when i have better things to do foreign call centre that were really hard to understand useless service im staying with they have great customer service and uk based call centres,Bad
79,shockingly awful company i arranged for sky broadband to be connected and had booked for the engineer to come in an afternoon slot i had taken the afternoon off from work to let them pm they had not arrived phoned sky to be told that the engineer had said that they had tried to gain acess at pm but could not get in they are blatant liars as i had been in all afternoon now have to wait upto another week for another appointment the engineer is a liar and should be struck off clearly he had been running late so decided to ditch this job clearly need to take a good look at their engineers id be firing this lazy incompetent waste of space guy on the spot,Bad
80,i have been without a landline for weeks engineers came said its a fault in the road should be sorted next week theyve just informed me it is now months before they can proceed externally my phone is ringing not in the house so people think im either sick or ignoring calls i called virgin media to ask them to take the ring off to show a dead line or put a message up saying that their is a fault on the line they said they cant i asked them to divert the call they said they would but i would have to pay for the diverted calls to mobile i questioned why as the fault is theirs no real answer just policy i asked as they cant commit to the contract to release me from the contract in order that i can get another company to provide a phone service that would be quicker than two months they want cancellation fee how hard is it in this day and age and with all the technology so i either wait until february line been down since november or pay get out fee for a problem that is no fault of my own oh and customer service passed me from pillar to post for minutes with terrible music and them advisor asking why have you been put through to me i dont know i dont work there,Bad
81,only gets a star because they do not go into you want to spend your life on the phone sorting out issues pay top dollar for bottom draw service and still not getting anywhere like a service after so far months then this is the company for that you cannot use with this company are professional competent caring responsive and words you can use are not printable,Bad
82,still no response and my internet is buffering so badly dreadful,Bad
83,hands down the worst company i have ever dealt care are just plain liars and thats if you can get hold of someone so all round bad that i simply have not got the time to list the many many bad things about them if this review stops one poor soul from taking a contract with these pirates then i am happy if you are thinking of going with this company save yourself a lot of heart ache and money and go with anyone but these they are in a league of their own when it comes to disgusting service avoid like the plague a yogurt pot and string would be better than this truly awful company,Bad
84,incredibly poor experience talktalk suggested that they could with my cancellation but all they really wanted to do was persuade me to stay following a lengthy debate and my insistence i was then told i needed to call a number as the agent could not help with the cancellation,Bad
85,paid my bill and had my phone cut off times so far each time i call send them the receipt and bank statements showing its been paid they say its resolved and the next day they cut me off again i will be contacting the ombudsman as this company is inept and cannot be trusted as soon as my contract expires i will be switching to a different company and if they register this on my credit report i will take them to court,Bad
86,cristina customer not even a star is worth ityou jog customers because you are course im going to sue you,Bad
87,since your last app update i have been unable to transfer data to of my most used lines they show as blank spaces in the whos gifting and who are you gifting to drop downs i have lines and pay over month this is disgraceful last week i had to sit on the phone for for minute for an operator to quote update bugs and manually transfer data today i found myself stuck in the middle of nowhere with no data no ability to transfer data even tho i have lines in the plan and also no support nowhere your online support is never to be found your phone lines que me for hours i am seriously starting to question why i am still with you,Bad
88,the worst company known to man after months of stress and hell of trying to sort out why i am cut off with no warning every month for supposedly not paying my bill it goes out by direct debit every month when i call to sort they keep yelling me i dont owe anything and why am i calling incompetent useless s,Bad
89,was with ee and out of my contract time with them so i ordered an upgrade with them i experienced extremely poor service so i cancelled it and i changed to a different provider in the end,Bad
90,i have only given star as that was the lowest choice i had been with bt for over years with never a problem i have been with talktalk for less than months and have had aggravation the last person i communicated with was a disgrace and somebody should check the recent communication i had with if it wasnt for the fact that for many many years my email address was with i wouldnt hesitate to move and i will tell everybody of my recent experience,Bad
91,i chose to protect the environment but i had no idea that virgin media will not provide a copy of my older bills on my im able to see only the bills for months i sent a text to customer service and they dont have access to older bills either what kind of company doesnt provide their customer the older bills are you serious,Bad
92,staggering unbelievable incompetence as usual something doesnt work as intended call to get it fixed repeat the same information times to somebody who can barely speak english total lottery as to whether or not it gets fixed almost guaranteed something unrelated breaks at the same time,Bad
93,not good i purchased landline phones when i tested them i found them unsuitable due to continuous strolling and being unable to have more than one number for each contact which many other phones allowed including my previous bt phones i requested a refund but bt insisted i return them by track and trace it cost me shortly after this i wanted to purchase some headphones for my wife on our anniversary i paid online with my credit card but was told the next day that the card had been declined ive had this card for nearly years and never had an issue with it as these headphones were the best price available i tried again using my bank card which this time ive had for about years without any problems but again this was declined so on checking both cards i found both had been used by me just the next day and both allowed transactions to go through i believe that bt blocked my purchases until they received the returned phones so even though i have been a faithful customer for nearly years at my address they still dont trust me i will be looking for any products or services that bt provide i shall be happy to provide a review regarding bt to anyone that wants one,Bad
94,for the past year i have had issues with my internet cutting off i am working from home for slc and everytime this happens i am locked in that account until the following day,Bad
95,since working from home i have realised how bad the service is i have missed countless meetings because the internet has gone out and i constantly get the we apologise there are works in your area and theres nothing we can do i have purchased an unlimited g plan with o mobile just so i can do my job and they also failed to provide me with any form of compensation in liaise with automatic compensation scheme so i decided to leave immediately due to failure to provide service months later i am still being charged and havent had virgin in that time never again,Bad
96,i do not have a problem with the actual vodafone service and in actual fact as i travel extensively in europe i find that part very customer service is truly appalling if you unfortunately have occasion to query anything with them you will need to have a stiff drink afterwards the ineptitude is quite on the phone multiple calls numerous reference numbers and nobody cares or does anything about the problem and in fact in my case i have just given up and thrown it at my lawyer to sort out,Bad
97,everyone should complain to ofcom enough complaints would get ofcom involved and force virgin media to change the way they train their customer service experienced very poor customer service calling me arrogant and kept cutting my call to ofcom,Bad
98,i was with o for few years and things were ok so far but recently i was very disappointed with the service the network isnt good but mostly abroad sometimes you can spent hours without any network which is very annoying also i moved recently and asked them to change my address but they told me it wasnt possible i dont understand why the cherry on the cake was when their prices went up and i decided to go somewhere else even in the end the experience is bad my account was closed before i could pay my last bill and nobody is available to resolve this issue i do not o at all,Bad
99,never use talk talk they are the worst customer service ever i was miss sold talk talk i can not even plug it i had not got any internet or land line or tv for weeks or so they never answered there phones so got resolve involved they are still billing me for service i can not use i had to reinstall sky at extra cost as i got no contact they said its my own fault and still they are billing me they said i should of found a way to contact them how with no internet or landline got my mobil which i rang them on it is disgusting how they have treated us never use that are robbing people,Bad
100,awful broadband the ping is so inconsistent outages happened almost every week and internet would be switched off for hours on end dont waste your time the only good thing about them is after four months of complaining i managed to get them to cancel my contract so i can go with bt and get some actual good broadband,Bad
101,wasted minutes on chat and did not achieve anything,Bad
102,broadband network speeds constantly drop below mbs wifi is fine but its carrying a low network speed why am i paying for a speed which only a third of the advertises speed multi phone calls to resolve but no resolution over the last years disappointed,Bad
103,i am having a dreadful time with virgini have called them many times over the past months being kept on the phone minimum of one hour each time they have disconnected my call several times they acknowledge there has been a mistake but cant do anything i need a different department who are never available now they have passed me on o bailiffs for a debt that doesnt debt company are as unhelpful as virgin you cant get through its so bad ive contacted my mp i wish i had never signed with virgin they are casting a shadow over me with their ineptitude i would not recommend them for anything and i would advise you to avoid at all i have been awarded by ombudsman for the shambles virgin media made so they can be forced to do the by you but it will take months,Bad
104,had the most frustrating day with virgin media we have been with them for years and all i wanted to do was reduce my package as we no longer need the tv element i have taken over hours today and been kept on hold and spoken with at least different people various customer departments and they said they cannot offer me any less than what i am already paying for tv fibre and weekend calls although i can see by dropping tv that this should cost less than this and i can get cheaper elsewhere all they wanted was to sell me more tv although i dont need it anymore i really dont understand it should have been a simple call and renewal for them i cannot believe this is how virgin media would treat an existing loyal customer shocking customer service and too long to answer calls i was on hold for half an hour to one department its a shame but they are about to lose another customer when are they going to recognise that top customer service is so important,Bad
105,ive been a long serving customer of tmobile and would recommend them over the years as a mobile provider to consider but this year ive had a change of heart after several issues arose over their customer service back in may i wanted to get a second line the first phone that was delivered didnt work so had to have it returned second phone never turned up and it took be the best part of months to get my money back with a view that id not be returning anytime soon so with my current contract still running i continued on through the year this week my initial phone just stopped working and days later and days waiting at home for a replacement im still without phone and long conversations later im no closer to seeing a phone or a response from tmobile ive had the joy of the press for this press for this and no way of making a complaint and no way of resolving the issue id suggest to all those looking for a new contract not to consider tmobile as once theyve got your money they dont much care for customer care or service,Bad
106,visit call to say will be late but no time i have a life to operative at bt tried to put it back on me she should be a am a paying customer attitude paying and now leaving this bunch of is an ongoing problem over service last week waited hours for them not to turn contacted newspapers about this farce,Bad
107,been with broadband for years then came another price hike just after i came out of contract april time to ring and get a deal was sold a deal that i was told was the same basically the same as what i had i later realised it was full fibre with no land line i wanted to keep my exiting land while we continue work on the house and i would have full fibre once the house were complete did online chat overseas to cancel the order this was done but something didnt ring clear with the chat so rang again to confirm order cancellation and the situation only to discover they had cancel everything and not just the upgrade this was rectified and the lady was lovely and said vodafone are moving away from copper and she couldnt get it any cheaper for me i had some mobile sims with them and would have to stay on the new higher price i received a email confirming cancellation of the order i then go hunting and find a deal with another provider which i find at a month cheaper same speed with the landline today i receive an email confirming my upgrade to full fibre as you can guess i was somewhat confused due to receiving a cancellation email yesterday so yet again i am on the phone to them but this time the man on the phone gave me a very frosty and attitude even though he was aware of my marker on my account certainly not something you do to someone who suffers with ptsd so vodafone whats the point in having markers on peoples accounts if you dont take note of them i told him i was leaving and he said why you telling us this and spouting off about days notice what a difference a day makes customer services lady get the guy just beware they will all be when they are taking your money but when they loose you its the total weeks on and my new provider has sent numerous email etc re my new for vodafone not a dicky bird not even a confirmation of cancellation so yet another call to them to see whats going on should have had an they say i have received nothing the lady on the line and confirmed the line takeover and that they were informed on the th thanks for not telling me infact they were told on the st april by me when i spoke to mr got a txt message confirming my changeover date lets see how this progresses re my direct debit have a good mind to cancel it now as i am paid up to past my changeover date,Bad
108,absolute furious with this brand they do not deliver what you expect and pay would never recommend talk talk,Bad
109,i got what i asked for but found that they,Bad
110,no help whatsoever probably the worst help possibly given in the st century my wifi hasnt been working since the beginning of the month march i call in several times and they say theyre are fixing a problem in my area i check the service status and the service is perfect in my area my neighbours have fantastic connections me on the other hand cannot maintain a connection longer than minutes despite the fact that im using an the ethernet cable thats running with fibre they promise to call back they made several promises in when itll be fixed but no actions have been taken no improvement has happened nothing so im currently quarantined with no internet while paying for the services and also sanction for late payment while all of this was happening late payment which was due to one of the agents telling me that i did not need to pay anything until april as my account has been settled wrong information seems to be all i can get from virgin media help please any advice as to what i can do,Bad
111,do not use this company they have hidden fees the worst customer service you will ever receive that try to make stuff up when you prove them wrong i had one telling me about my broadband fee when i dont have ee broadband they also have the worst phone signal in the uk there g does not work in g areas i paid for an early upgrade fee but was still been billed for that contract i paid off and there reason why is because the early upgrade fee doesnt cover paying the contract off they are rated number on complaints please google it never ever trust them because the fee you agree is not the one you will be paying i had this time and time again with them and always proved they me,Bad
112,virgin has become the worst possible service ever no broadband technician not available for many days virgin media avoid they will soon lose all their customers horrible experience,Bad
113,talk talk promised me fast fibre having trouble reaching the download speeds promised also the up load speed has now doubled,Bad
114,this is the first negative comment in my live but decided to write it as my experience with talktalk and their customer service is just make every simple thing so complicated waste of time better to spend few quid more and use some higher standard and stress free service,Bad
115,generally bad very very slow g in town despite saying i have bars the cell tower has been down for months they say theyre fixing it theyre definitely not specialist equipment ordered apparently i will be moving from o as soon as my contract runs out,Bad
116,broadband isnt working properly continually dropping when trying to stream shows on tv an engineer was sent fix things said it was fixed but still had same problems contacted customer support and their idea of customer support was to send an email troubleshooting internet problems felt like a fob off talktalk put their prices up but fail to deliver the service they charge for,Bad
117,no signal in the summer months and so from june to the end of september i can not use my phone no help from customer service all they say is there is high usage in my area ee have no problems in my area my contract is up soon so i will not be going with again,Bad
118,ive been trying to speak to talktalk about my ufo broadband contract which has now ended for using the it is possible to get put through to the ufo team but theres never anybody there to take your questionthe same happens when telephoning the automatic system will connect you to the ufo team but again nobody answer we waited over minutes for someone to answer but they never didi have put in a complaint about these problems and have received a case number but heard nothing more,Bad
119,if i could give it zero stars i would i have a dual sim phone and st sim is with mobile i thought maybe try vodafone on the nd sim slot i keep forgetting to check trustpilot for extremely bad reviews of companies and vodafone is yet another company that behaves lite a bully because its big they are relatively expensive but i thought what could go wrong maybe they are better i was soooo wrong st the website would not take payments so nd i called them up and they took payment over the phone and setup direct debit i thought that was easy how wrong i was now i record all my calls using cube recorder for android m its the best one so have all the audio backed up to the cloud of every call i make that is financially important then week later i get a bill for so i call vodafone up and they explain its one month in advance ok i think thats acceptable so rd just weeks later i get a txt i have not paid and to set up a direct debit i call up and now i have been charged a late payment of plus another for the bill plus for the sim total i call up and i get india again even though i specifically asked the st representative if they had a uk call centre phony liars is what comes to mind but i politely requested the fee late payment fee to be removed since i have recordings showing that the st rep setup a direct took full payment i dont really care about the its cup of coffee for gods sake but its the very st user experience with and it has set the trend and standards they go by the indian call centre person dragged out the call for a full hour and was both polite and slow and professional but relentlessly of my polite detailed explanation that i would not receive a refund of the so i am going to go back to three mobile where they are cheaper and still in india and also three mobile have always treated me with respect and refunded me and given me the benefit of the doubt why else would i spend hour sorting out a im not poor i get paid much more that this maters but get so annoyed when incompetents prevails and i have to pay up for anothers failure i finally found a uk call centre number and a uk rep spoke to me politely and said yes thats not a problem i can see it was a mistake and they would take it off the bill days later on my account i went to look at the bill and nothing had changed one bit more phony liars its relentless they just fob you off until your exhausted bye bye,Bad
120,customer since broadband was introduced getting very expensive but fairly reliable connection so never really considered recently upgraded to unbreakable broadband and received an ee box which kicks in if you lose the bt broadband at any up the ee box and found that the signal in my area was too weak to provide the back up service bt to revert to previous package and was told couldnt as it was the th day with cool off period being told me options were keep paying the upgraded price which didnt work or cancel my entire package and go asked to be put through to retention department and he said he was subsequently gave my days notice and will be some better off with my new surreal experience,Bad
121,hi sean barr if you need help you can reach out to my team directly over twitter talktalk or get in touch on our online community well be happy to talktalk,Bad
122,hey mr philips thanks for taking the time to leave us a review we are sorry youre having some connection issues this isnt good there are so many things that can influence a wifi connection some of which include but are not limited to a fish tank being in the same room walls being built with concrete instead of brick it could even be that your neighbours router is interfering with yours due to this we are only able to offer limited help please have a look here hubs location could also be causing the coverage problem so we do need to check the positioning of it can you please ensure the in the to the tv not behind from large bodies of water eg fish from baby monitors and cordless from of the hub as a radio and wifi as the sound the further away you are from the radio or the more obstacles that are in the way walls electronic devices etc the quieter the radio the poorer the that doesnt help if you have the hub you can download our connect app which will allow you to scan areas of your home and will offer help you can view more information on that here after going through the you still need some help feel free to pop along to our community forum where our staff and users have a wealth of knowledge and experience to help you out emma,Bad
123,bought an iphone s plus from carphone warehouse last week needed to pac my old number over ee gave me the pac code within a day called vodafone gave them all the details but days later nothing eventually got through automated system is they said the pac was cancelled due to technical glitch wont be done for another days weekend even though it was am on friday at what point would they have told me i was assuming it had been done no one will call me to explain what the technical glitch was and why they didnt re submit the code or ask me to try should have stayed with ee,Bad
124,you would not believe the incompetence of this company my phone developed a manufacturer defect days after purchase and they refused to resolve it without charging me upon return from the repairs team o managed to lose it in the post as they had written their own store address down wrong but instead of facing this they put notes on their system that the customer lost the phone i was only ever offered a refurbished phone even though i was barely a month into a month contract and despite being told i could have access to the notes that o have on my account for free ive now been slapped with a bill just to view what they have written about me put simply avoid at all costs,Bad
125,this wifi is the biggest scam i have ever been involved the beginning they provide fantastic customer service with friendly explanations to get you hooked and signed up but this comes with constant harassment and pressure to sign up they seem especially qualified into pressuring first time home renters and buyers once signed up it takes forever to get through and then to be met with simply clueless employees who provide absolutely no help whatsoever we did not received wifi for weeks after our original start date with upcoming exams and other working from home commitments to adhere to we were simply left unsatisfactory and disregarded no matter how many times we rang to correct this issue it was simply a server issue which was being fixed in the back of fix evidently this was never actually fixed also beware of hidden charges even after cancellation i am being charged for router returns shipping costs apparent late fees when i have not even received any wifi and paid well over for the set up my phone cannot go a day without receiving a call from one of their customer services harassing me about why i left or why i must pay them more and more atrocious,Bad
126,the internet has been down for days now its great when its up but its down more often than kangaroos in mating season and good luck trying to get an intelligible response from their customer got a real brass neck increasing prices when they cant even keep to their agreed clown car of a company rd world internet in london what an absolute joke,Bad
127,absolutely horrible company christine from complain department should never been allowed to deal with customers for years theyve been calling me and asking whether i want to update my contact then one day theyve sent sneaky email to inform tha contact expired they then increased my fees by without ringing me as theyve been doing this over the past years i fought hard trying to get extra charges back but they believe that they did nothing wrong avoid this at any cost,Bad
128,i wanted to do a minus stars you have to enter one star to post a review trustpilot should have a minus star got a ee sim for my mobile i paid it monthly by credit card no problems then i got an objectionable nasty woman i gave her all my details name address phone number date i took out the contract date of birth etc i gave her my card number she said they did not have that credit card details on record i said i pay every months with a credit card i do not remember the credit card i used previously as i have credit cards she then said i had to give her the last four numbers of all my credit cards i said i was not doing that as i had never had to do that before so i wanted to pay but she would not take a credit card number from me so i told her i was throwing away my ee sim card from my phone and going to a professional competent mobile company that would take any of my credit cards for payment every month i managed to get a mobile company that would do that i wanted to pay ee but they refused to take my credit card now they are giving me a bad credit reference ee are crooks i have my broadband with them i am now going to terminate that also i do not want to have any service from criminal replies is an automated system not a person it just puts you round and round in circles trying to wear you down they have no intentions of helping you just stealing your money being obstructive just like crooked companies do i see what ee has said on the reply to me i do not use twitter or facebook to respond to automated replies to trustpilot why does ee not give me an email to contact them direct because they are obstructive crooks,Bad
129,terrible customer service taking my business elsewhere after years,Bad
130,please avoid i am a pensioner who has spent hours trying to speak to customer services to notify them that i received a sim card to my address by someone who it now turns out is using our made multiple calls passed around they refuse to deal with my call saying they will call the customer but nothing they can do if runs up a bill to my address causing my home address to have bad stress i have is terrible with a husband waiting on a heart staff are atrocious please please believe me in this they are extremely unhelpful i cant get anywhere with them yet they have confirmed a person has taken out a contract against my address and they cant sort is an honest review i am trying to warn others this company are the worse i feel for any customers with contracts whilst i was crying down the phone i was asked if i wanted a contract with them laughing at me i so feel the need to warn others stay dont know how to fix this o wont deal with it abs my concerns i reckon i will contact bbc watchdog or a very serious nite this company needs closed down the attitude to customers and mocking if a senior pensioner like myself is despicable i hope the calls are recorded i doubt it i wish i had went on loudspeaker and recorded the calls avoid this company thanks for listening,Bad
131,consistently appalling customer service hours on the phone to renew my contract and they removed all my channels sent me numerous emails and then put the price up by more than agreed even after all the phone calls and ridiculous wait times to speak to someone they reinstated most of my channels but some were still missing,Bad
132,i literally beg anyone reading this to avoid these people like the plague they force you in contracts even after providing a disgusting slow and laggy service if you can call it a service i play video games and stream netflix youtube regularly and its literally unusable and thats with a wired connection wifi is just unusable im sitting in my house using my phone data its that bad out of all the reviews you take seriously i hope its this one im not joking when i tell you these people will take your money and provide nothing pure robbery they provide no customer support and what they attempt to provide is unhelpful its your issue not ours people and this is a regular issue i can not wait to leave,Bad
133,everyone be very very with bt internet always ask for a contract and do not agree to anything verbally over the phone they caught me out the first time was when the internet stopped working and had been playing up for weeks i could not get through the contract had run out a while ago but they said nothing and kept taking payments there was a problem with the line and they would only fix if i agreed to a contract so over the phone i agreed to a new contract because i really needed it at the time for work then later it stopped again and i said i wanted to cancel they wanted quid i have never seen a contract from them and have looked all over the site for it i have asked them to email one but still to this day i have not seen one from them now with only a few months left on the contract i have no choice but to cancel and guess what they want money again quid this time i havent even used it for months because i moved out and have been paying for nothing other providers dont do this sse is only max odd cancel so everyone please be careful and check everything even if desperate and need it quick unless you want to be tied in for years,Bad
134,been with them for months and every bill i have been overcharged takes ages to talk to any support terrible service would not recommend them to anyone,Bad
135,constant from virgin the guy who picked up was service couldnt stop the calls emails texts and letters to harrass me on an error that virgin made either procedures are limiting and not customer focused or the company doesnt care bought virgin as was sold on their world class speed internet had nothing but issues and its anything but world class constant drops speed lag and excuses been told multiple incorrect things when i got in contact to solve the issues or complain,Bad
136,years plus i have had no internet or telly still trying to get it fixed they told me leave good customer services not now i have found out it is cables in the ground that have corroded and they cant say when they will be replaced if at all virgin is a big rip of hit the poor were it hurts,Bad
137,would give star but there is no option terrible customer service i am stuck for an year and cant change as will charge me all the time that i call they just keep me in hold for hours also after they answer they just keep telling me that they are checking never happen that they helped me out the process was calling waiting to make call divert they took hours and days to answer at the end they also started me to charge which they told me in the beginning that its free of charge still trying to solve this out,Bad
138,very sad customer service i have been with vodafone for years and in the last five years i have had absolute dramas trying to get anything sorted customer service agents are wonderful probably part of the reason why i have stayed with them but policies and procedures have become worse each time i have renewed now during the worlds greatest epidemic they have cancelled my service twice because of systems they have put in place that are ridiculous they put a credit alert on my account without telling me i havent missed paying a bill ever and their system shut down my service while i was overseas during the coronavirus outbreak because i was calling internationally then because they cancelled my service i couldnt contact them to sort it out rubbish service so i renewed my contract and increased my credit alert limit but they forgot to add my international calling minutes resulting in my limit being reached again and vodafone cancelling my service again cancelled service meant i couldnt call them and sort it out rubbish and getting worse year on year,Bad
139,very poor customer servicei could not claim my pound pay back voucher into my paypal and complicated service,Bad
140,very bad bad bad service a simple booking for an engineer to come to my place and sort my broadband issue that has been going on for months cant be arranged i spent hours through the phone to book it last week and guess what surprise surprise when calling them today to confirm the engineers visit there is nothing booked at all so i have been paying for it not getting the service not getting the support i need so paying for absolutely nothing the worse broadband company,Bad
141,i had weeks to find a company after leaving sky i ordered talk talk fibre i got a order id with a installation date days later no email went on chat and different people couldnt find order i gave them benefit of doubt and tried again days i received order number i even received top cashback and yet no email or text so spent an hour on the chat being told again by different people no order disgrace,Bad
142,most recent,Bad
143,i was overcharged by in september and im still waiting to be reimbursed every time i call up they say well take it off the next bill and they never at some of the other reviews ive gotten off pretty useless company and their customer service operators are morons,Bad
144,if i could give zero stars i would nothing but issues cocky sales staff dont fulfill contracts everything costs to sort out even though its their fault how did this company get so big they are an absolute,Bad
145,please find an alternative broadband provider to cant comprehend how companies as large as talktalk and are so inept and been without broadband for days now and they cant manage to book and engineer between them ive spent nearly hours on the phone over the last day and wasted half a day off waiting for an engineer not to turn upi only scored star as isnt urge you not to use talktalk,Bad
146,been with tesco mobile for years and now have phone numbers with them for the family never had to use them for any problems only buying things which they are helpful with they do not have the same helpful nature when theres a problem they will not cover honest warranty weeks after getting a samsung z flip the phone screen started leaking on the fold on the inside phone was never mistreated went to samsung and they said it was a fault that can happen with that handset but would have to go through tesco for repair tesco said as theres a mark on the hinge from being in my pocket they wouldnt cover warranty i know this has never been damaged and cant understand tesco here between handset contracts banking insurance and shopping not to mention miles in household cars using tesco fuel we spend well over per year in tesco mad that they will give that up for not covering a repair which samsung had already said was caused by a fault not a chance i will ever use them for anything again,Bad
147,ive been with a while deals there charging me double a tried several times to contact them but have been kept on my mobile mins plus each time only for a customer service person whos english is poor at to be able to help me so puts me on hold for another to youve guessed im cut off without getting to speak to rip cancelling my direct debit happy to pay any arrears by credit card but they can ring hope sky have better customer service in place,Bad
148,to repeat films over and over again,Bad
149,after taking a day off to wait for the bt engineer to come and connect my new house i am told he will now come the week after finding this out on the day im actually home they didnt bother telling me i had to find out where he was was on the phone to an indian call centre lady who was useless passed me through to a uk based man who said i needed a different department to cancel then waited for over an hour to get through to the cancellation team but never actually made it through as was hung up randomly tried again for minutes but gave up utterly disgusting company completely lacking in any semblance of customer service cannot quite believe how badly ive been let down,Bad
150,the best stuff in on terrestrial tv all you need is freeview virgin big up their programmes but basically its a load of tosh if my partner didnt watch the odd programme id bin the lot tomorrow,Bad
151,customer service is quite appalling for this company they make no secret of the fact that they will tweak any kind of rules to extort an extra penny out of their customers my phone supplied by packed up in august apparently couldnt do anything about it so i said i would cancel the contract apparently i had to pay for days service that the company knew i couldnt use there was even an attempt to extend the notice period by one day just to get the extra p that the day was worth to i now have an unexplained bill for service since the end of the notice period when the contract had already been cancelled well done for taking money for goods and services that were not supplied and demanding money with menaces,Bad
152,i entered into a contract with a cool down period within this period i told the company i didnt with to as the quality was poor rather than remove my contract as is my right they offer to resolve the poor quality they failed to do so after a number of days and when i asked them to then cancel the contract they said i was out of the cool down period i insisted they check their for the time and date stamp of my request they breach of contract they still take my money for a service they arent response to emails,Bad
153,absolutely atrocious customer service yet again from virgin person insisted on talking about the weather nd person kept talking over me and all but refused to put me onto a manager so am now waiting for a callback she registered it as a complaint without being asked to,Bad
154,very poor service given a go live date no router or phone number received and i have been told that i need to replace the order i was needing this to go live today in order to set up an assistance alarm for someone coming out of hospital extremely disappointed and upset by this never use talk talk again,Bad
155,when you purchase a theyll automatically set you up for recurring payments and when you cancel them theyll still take the payment from your account currently waiting on customer support to get it sorted but ive seen from other reviews getting a refund from is like getting blood out of a stone,Bad
156,signal disappeared hours ago restricting my phone to emergency calls only no explanation and no customer service i hung on the phone listening to music for a total of one hour yesterday totally unacceptable in a modern business recommend switching networks and do not touch with a barge pole,Bad
157,what a disgrace rang up and waited mins for someone to answer but had to put phone down as i had to go out have came back and rang again i am still on hold after minutes is this how they treat you after being a customer for the last twenty years i wanted to cancel part of my package but now thinking of canceling all of it,Bad
158,unfortunately i have never experienced such a poor customer service as that with talktalk my complaints and explanations eventually caused me to close my account even though human beings have acknowledged my account is closed and there is nothing to pay i still get monthly emails saying i have to pay and then chasing letters each time i speak to a human they blame an automated system that they cant change ha im feed up with calling them to more go away,Bad
159,because all time the broke a and many more,Bad
160,virgin media broadband stops working mostly at weekend and before bank holidays in london w they promised to ring you at a certain time and they dont and they do say sorry but they said that the internet its working and that you are using it when clearly its completely down and not working conversation,Bad
161,absolute shocking service after a move home request the system errored and still waiting for connection avoid at all costs,Bad
162,really poor customer service and also no complaints process in place for such a large organisation i was left for days without any of my services with virgin and this was over the school holidays also when you need it the most like many i have been working from home the last year and was unable to log over in so had to use my data from vodafone which has now incurred more charges i must have rang them a dozen times and spent over hours on the phone with many promises of senior managers that were going to call me which never happened had an engineer booked sat in with nobody turning then being told it was cancelled by mistake then had turn up days later and has done half a job as has just connected me to the next doors wiring with a promise i would get another engineer turn up and put in a new external connection and i am still waiting weeks on also if you ever get through to a representative based in the uk you have done really well as the communication from their staff in the philippines is not great,Bad
163,very disappointed with contract they will raise the money between the contract and you cant cancel without penalty charges when i talk with customer service very rude please be aware of terms and conditions before you take the contract,Bad
